observation_id,base_id,observed_at,temp_c,wind_speed_kts,wind_gust_kts,visibility_sm,ceiling_ft,precip_type,precip_intensity,flight_category
1326,1,2024-06-14 15:00:00,16.4,13,,8.3,23476,rain,light,VFR
1327,1,2024-06-14 18:00:00,16.0,15,,6.8,18356,none,,VFR
1328,1,2024-06-14 21:00:00,17.3,17,19,4.4,18019,none,,MVFR
1329,1,2024-06-15 00:00:00,31.5,12,,8.8,11255,none,,VFR
1330,1,2024-06-15 03:00:00,25.9,1,11,7.1,22252,rain,light,VFR
1331,1,2024-06-15 06:00:00,33.5,6,,5.1,27508,none,,VFR
1332,1,2024-06-15 09:00:00,8.3,12,,13.3,19346,none,,VFR
1333,1,2024-06-15 12:00:00,23.5,9,,9.1,7089,none,,VFR
1334,1,2024-06-15 15:00:00,18.3,14,,5.7,17888,none,,VFR
1335,1,2024-06-15 18:00:00,5.4,8,,7.6,21714,none,,VFR
1336,1,2024-06-15 21:00:00,21.6,9,,11.4,18997,none,,VFR
1337,1,2024-06-16 00:00:00,25.2,10,13,4.8,25049,none,,MVFR
1338,1,2024-06-16 03:00:00,27.6,0,6,7.0,27351,none,,VFR
1339,1,2024-06-16 06:00:00,23.9,11,,8.7,11473,none,,VFR
1340,1,2024-06-16 09:00:00,24.3,3,,8.4,25188,none,,VFR
1341,1,2024-06-16 12:00:00,29.4,10,,11.4,19907,none,,VFR
1342,1,2024-06-16 15:00:00,13.5,13,20,5.5,5764,none,,VFR
1343,1,2024-06-16 18:00:00,18.6,13,,11.5,15272,none,,VFR
1344,1,2024-06-16 21:00:00,27.1,18,33,9.3,15333,none,,VFR
1345,1,2024-06-17 00:00:00,12.6,4,,8.5,14110,none,,VFR
1346,1,2024-06-17 03:00:00,33.0,8,,4.3,9965,none,,MVFR
1347,1,2024-06-17 06:00:00,13.5,7,,5.8,6388,none,,VFR
1348,1,2024-06-17 09:00:00,17.4,21,,8.4,23153,rain,moderate,VFR
1349,1,2024-06-17 12:00:00,23.1,8,,11.5,13393,none,,VFR
1350,1,2024-06-17 15:00:00,18.2,12,,9.6,2631,rain,light,MVFR
1351,1,2024-06-17 18:00:00,16.7,12,18,9.1,15152,none,,VFR
1352,1,2024-06-17 21:00:00,12.9,12,,14.4,13237,none,,VFR
1353,1,2024-06-18 00:00:00,17.1,11,26,3.3,29341,none,,MVFR
1354,1,2024-06-18 03:00:00,19.4,18,,5.4,10902,none,,VFR
1355,1,2024-06-18 06:00:00,20.0,0,,8.4,31313,none,,VFR
1356,1,2024-06-18 09:00:00,22.4,10,,5.5,25400,none,,VFR
1357,1,2024-06-18 12:00:00,16.3,10,,7.5,7285,none,,VFR
1358,1,2024-06-18 15:00:00,28.6,10,12,9.3,18724,none,,VFR
1359,1,2024-06-18 18:00:00,11.8,8,,10.6,8994,none,,VFR
1360,1,2024-06-18 21:00:00,30.9,10,24,3.2,29941,none,,MVFR
1361,1,2024-06-19 00:00:00,14.8,15,,12.0,13922,none,,VFR
1362,1,2024-06-19 03:00:00,23.3,5,14,11.2,10942,rain,moderate,VFR
1363,1,2024-06-19 06:00:00,21.4,12,,7.6,18066,rain,light,VFR
1364,1,2024-06-19 09:00:00,25.4,7,,9.8,15018,rain,light,VFR
1365,1,2024-06-19 12:00:00,17.5,13,,5.7,18508,rain,light,VFR
1366,1,2024-06-19 15:00:00,24.8,12,18,10.2,40943,none,,VFR
1367,1,2024-06-19 18:00:00,27.0,15,,6.3,13881,none,,VFR
1368,1,2024-06-19 21:00:00,21.2,14,19,7.3,20469,none,,VFR
1369,1,2024-06-20 00:00:00,26.7,18,33,9.0,8282,rain,light,VFR
1370,1,2024-06-20 03:00:00,26.1,8,,12.7,10203,rain,light,VFR
1371,1,2024-06-20 06:00:00,33.3,9,,16.7,23222,none,,VFR
1372,1,2024-06-20 09:00:00,28.4,0,,13.5,10065,none,,VFR
1373,1,2024-06-20 12:00:00,21.6,5,,5.4,19403,none,,VFR
1374,1,2024-06-20 15:00:00,19.9,9,,9.5,26729,none,,VFR
1375,1,2024-06-20 18:00:00,16.0,0,,9.9,6653,none,,VFR
1376,1,2024-06-20 21:00:00,19.8,6,20,11.2,15664,none,,VFR
1377,1,2024-06-21 00:00:00,20.9,19,27,4.8,9918,rain,light,MVFR
1378,1,2024-06-21 03:00:00,28.7,3,,4.3,34724,none,,MVFR
1379,1,2024-06-21 06:00:00,21.8,12,,5.3,30869,none,,VFR
1380,1,2024-06-21 09:00:00,27.6,3,,6.5,200,none,,LIFR
1381,1,2024-06-21 12:00:00,15.5,6,,7.6,12530,none,,VFR
1382,1,2024-06-21 15:00:00,26.9,12,,6.5,9405,none,,VFR
1383,1,2024-06-21 18:00:00,28.7,6,,7.6,30320,none,,VFR
1384,1,2024-06-21 21:00:00,26.8,6,,12.8,14872,none,,VFR
1385,1,2024-06-22 00:00:00,20.8,8,,7.8,16528,none,,VFR
1386,1,2024-06-22 03:00:00,19.0,4,18,8.8,15922,none,,VFR
1387,1,2024-06-22 06:00:00,19.7,13,21,8.5,17200,rain,heavy,VFR
1388,1,2024-06-22 09:00:00,22.9,14,26,8.7,16310,none,,VFR
1389,1,2024-06-22 12:00:00,8.6,15,16,5.4,7357,none,,VFR
1390,1,2024-06-22 15:00:00,21.0,10,,7.6,23485,none,,VFR
1391,1,2024-06-22 18:00:00,17.2,10,,10.9,15061,rain,moderate,VFR
1392,1,2024-06-22 21:00:00,17.8,17,,10.7,15155,none,,VFR
1393,1,2024-06-23 00:00:00,19.5,13,,9.4,13447,none,,VFR
1394,1,2024-06-23 03:00:00,14.9,13,,6.3,23101,none,,VFR
1395,1,2024-06-23 06:00:00,26.0,3,,9.2,6347,none,,VFR
1396,1,2024-06-23 09:00:00,32.9,11,24,8.0,5165,none,,VFR
1397,1,2024-06-23 12:00:00,16.4,10,18,6.2,14768,rain,heavy,VFR
1398,1,2024-06-23 15:00:00,29.0,17,,8.7,19143,none,,VFR
1399,1,2024-06-23 18:00:00,21.8,12,,11.2,1627,rain,heavy,MVFR
1400,1,2024-06-23 21:00:00,12.4,8,,11.9,16532,none,,VFR
1401,1,2024-06-24 00:00:00,20.5,8,11,13.4,10135,none,,VFR
1402,1,2024-06-24 03:00:00,21.7,6,,10.4,25778,none,,VFR
1403,1,2024-06-24 06:00:00,29.0,5,,2.2,22252,none,,IFR
1404,1,2024-06-24 09:00:00,24.6,0,,8.4,3728,none,,VFR
1405,1,2024-06-24 12:00:00,21.2,18,,7.2,18982,none,,VFR
1406,1,2024-06-24 15:00:00,13.4,19,,13.1,9385,none,,VFR
1407,1,2024-06-24 18:00:00,22.3,14,,10.7,6973,none,,VFR
1408,1,2024-06-24 21:00:00,21.9,6,,3.4,12263,none,,MVFR
1409,1,2024-06-25 00:00:00,22.4,17,24,11.3,21732,none,,VFR
1410,1,2024-06-25 03:00:00,12.6,12,,11.4,12902,none,,VFR
1411,1,2024-06-25 06:00:00,39.1,5,,14.0,11093,none,,VFR
1412,1,2024-06-25 09:00:00,19.7,26,,5.8,16948,none,,VFR
1413,1,2024-06-25 12:00:00,32.2,0,,6.4,17953,none,,VFR
1414,1,2024-06-25 15:00:00,24.3,14,21,10.9,16753,rain,heavy,VFR
1415,1,2024-06-25 18:00:00,19.2,15,,8.0,14551,none,,VFR
1416,1,2024-06-25 21:00:00,10.7,7,,12.3,17504,none,,VFR
1417,1,2024-06-26 00:00:00,16.5,5,,3.2,14344,none,,MVFR
1418,1,2024-06-26 03:00:00,18.0,6,,5.6,8648,none,,VFR
1419,1,2024-06-26 06:00:00,26.2,9,,10.7,14456,none,,VFR
1420,1,2024-06-26 09:00:00,17.0,3,,6.3,16601,rain,heavy,VFR
1421,1,2024-06-26 12:00:00,16.1,6,,4.8,9489,none,,MVFR
1422,1,2024-06-26 15:00:00,20.6,6,,3.7,21471,none,,MVFR
1423,1,2024-06-26 18:00:00,31.6,24,,10.8,200,none,,LIFR
1424,1,2024-06-26 21:00:00,23.2,9,24,11.8,23563,none,,VFR
1425,1,2024-06-27 00:00:00,15.3,15,16,6.8,18995,none,,VFR
1426,1,2024-06-27 03:00:00,28.4,16,27,2.9,18396,none,,IFR
1427,1,2024-06-27 06:00:00,24.3,20,,6.4,7518,none,,VFR
1428,1,2024-06-27 09:00:00,22.4,0,5,6.7,12807,none,,VFR
1429,1,2024-06-27 12:00:00,21.0,7,,5.2,24282,none,,VFR
1430,1,2024-06-27 15:00:00,15.8,3,,10.0,18024,none,,VFR
1431,1,2024-06-27 18:00:00,13.0,3,12,6.5,13213,none,,VFR
1432,1,2024-06-27 21:00:00,17.0,12,,2.9,200,none,,LIFR
1433,1,2024-06-28 00:00:00,23.4,7,7,3.5,20320,none,,MVFR
1434,1,2024-06-28 03:00:00,22.7,8,,6.5,15054,none,,VFR
1435,1,2024-06-28 06:00:00,18.5,21,,6.7,11732,none,,VFR
1436,1,2024-06-28 09:00:00,28.5,16,28,13.6,22092,rain,moderate,VFR
1437,1,2024-06-28 12:00:00,16.7,11,,7.9,23566,none,,VFR
1438,1,2024-06-28 15:00:00,21.4,14,14,7.2,15988,none,,VFR
1439,1,2024-06-28 18:00:00,18.5,11,18,9.9,19425,none,,VFR
1440,1,2024-06-28 21:00:00,10.9,8,,1.1,9245,none,,IFR
1441,1,2024-06-29 00:00:00,26.9,3,,3.5,13011,none,,MVFR
1442,1,2024-06-29 03:00:00,25.9,1,,6.6,10810,none,,VFR
1443,1,2024-06-29 06:00:00,14.9,11,,7.3,21416,none,,VFR
1444,1,2024-06-29 09:00:00,21.1,6,11,10.8,16461,none,,VFR
1445,1,2024-06-29 12:00:00,23.4,8,,11.1,18173,none,,VFR
1446,1,2024-06-29 15:00:00,16.0,3,,12.2,14753,none,,VFR
1447,1,2024-06-29 18:00:00,24.8,18,,9.9,29182,none,,VFR
1448,1,2024-06-29 21:00:00,31.7,19,,5.1,16341,none,,VFR
1449,1,2024-06-30 00:00:00,19.0,12,,11.8,7342,none,,VFR
1450,1,2024-06-30 03:00:00,13.0,12,,10.9,37843,none,,VFR
1451,1,2024-06-30 06:00:00,20.5,14,14,8.9,19596,none,,VFR
1452,1,2024-06-30 09:00:00,31.0,11,22,7.6,21242,none,,VFR
1453,1,2024-06-30 12:00:00,28.8,16,,6.2,3181,rain,heavy,VFR
1454,1,2024-06-30 15:00:00,13.9,7,,5.0,3844,none,,VFR
1455,1,2024-06-30 18:00:00,11.5,16,,9.2,20333,none,,VFR
1456,1,2024-06-30 21:00:00,11.7,16,,12.7,15767,rain,moderate,VFR
1457,1,2024-07-01 00:00:00,15.5,5,17,10.3,26223,none,,VFR
1458,1,2024-07-01 03:00:00,18.5,5,,5.5,21782,none,,VFR
1459,1,2024-07-01 06:00:00,27.1,15,,5.8,7109,none,,VFR
1460,1,2024-07-01 09:00:00,21.0,14,21,10.6,20063,none,,VFR
1461,1,2024-07-01 12:00:00,27.6,17,28,2.5,13040,none,,IFR
1462,1,2024-07-01 15:00:00,22.1,4,,4.8,9281,none,,MVFR
1463,1,2024-07-01 18:00:00,19.7,17,,4.0,200,none,,LIFR
1464,1,2024-07-01 21:00:00,22.9,7,,8.9,20225,rain,moderate,VFR
1465,1,2024-07-02 00:00:00,13.2,11,,4.0,18469,none,,MVFR
1466,1,2024-07-02 03:00:00,21.9,9,,14.0,18462,none,,VFR
1467,1,2024-07-02 06:00:00,15.7,4,,9.1,9658,none,,VFR
1468,1,2024-07-02 09:00:00,24.5,14,29,7.9,20441,rain,moderate,VFR
1469,1,2024-07-02 12:00:00,19.8,9,13,9.6,21785,none,,VFR
1470,1,2024-07-02 15:00:00,12.4,11,,8.3,18198,none,,VFR
1471,1,2024-07-02 18:00:00,20.4,6,,8.6,10465,none,,VFR
1472,1,2024-07-02 21:00:00,17.9,3,11,6.0,921,rain,light,IFR
1473,1,2024-07-03 00:00:00,20.5,1,,7.3,14843,none,,VFR
1474,1,2024-07-03 03:00:00,26.9,9,,4.7,10541,none,,MVFR
1475,1,2024-07-03 06:00:00,24.1,12,,10.8,200,none,,LIFR
1476,1,2024-07-03 09:00:00,22.3,10,,12.2,14106,none,,VFR
1477,1,2024-07-03 12:00:00,23.8,0,13,9.2,12730,none,,VFR
1478,1,2024-07-03 15:00:00,23.0,8,,9.5,16790,none,,VFR
1479,1,2024-07-03 18:00:00,23.7,11,,6.1,16879,none,,VFR
1480,1,2024-07-03 21:00:00,19.0,4,11,5.0,17626,rain,light,VFR
1481,1,2024-07-04 00:00:00,26.2,2,,10.2,18220,none,,VFR
1482,1,2024-07-04 03:00:00,13.6,14,,11.6,16101,none,,VFR
1483,1,2024-07-04 06:00:00,14.4,9,,10.5,3217,rain,moderate,VFR
1484,1,2024-07-04 09:00:00,15.0,8,,8.4,26106,none,,VFR
1485,1,2024-07-04 12:00:00,24.2,6,,7.5,27298,rain,moderate,VFR
1486,1,2024-07-04 15:00:00,18.8,14,,3.8,26535,none,,MVFR
1487,1,2024-07-04 18:00:00,22.1,14,,6.2,19643,none,,VFR
1488,1,2024-07-04 21:00:00,16.9,17,,8.0,13332,none,,VFR
1489,1,2024-07-05 00:00:00,23.2,12,,5.7,32682,none,,VFR
1490,1,2024-07-05 03:00:00,27.3,5,,9.0,12906,none,,VFR
1491,1,2024-07-05 06:00:00,22.4,9,,8.8,11876,none,,VFR
1492,1,2024-07-05 09:00:00,9.9,18,18,9.1,21559,rain,light,VFR
1493,1,2024-07-05 12:00:00,28.7,15,,4.2,9532,none,,MVFR
1494,1,2024-07-05 15:00:00,27.6,4,,13.7,12640,none,,VFR
1495,1,2024-07-05 18:00:00,10.0,11,,7.0,19445,none,,VFR
1496,1,2024-07-05 21:00:00,26.1,0,,4.0,16880,none,,MVFR
1497,1,2024-07-06 00:00:00,20.8,0,,7.2,29365,none,,VFR
1498,1,2024-07-06 03:00:00,18.2,0,,9.9,24255,none,,VFR
1499,1,2024-07-06 06:00:00,19.5,11,,10.2,15778,none,,VFR
1500,1,2024-07-06 09:00:00,26.8,12,,4.8,20867,none,,MVFR
1501,1,2024-07-06 12:00:00,21.9,16,,7.5,28394,none,,VFR
1502,1,2024-07-06 15:00:00,12.5,3,4,7.3,2740,rain,light,MVFR
1503,1,2024-07-06 18:00:00,12.2,10,12,8.1,18628,none,,VFR
1504,1,2024-07-06 21:00:00,29.3,13,25,9.6,16903,none,,VFR
1505,1,2024-07-07 00:00:00,18.9,11,12,9.9,12722,none,,VFR
1506,1,2024-07-07 03:00:00,26.4,19,,8.7,11279,none,,VFR
1507,1,2024-07-07 06:00:00,12.7,21,,8.8,7333,none,,VFR
1508,1,2024-07-07 09:00:00,26.8,0,7,4.0,9412,rain,heavy,MVFR
1509,1,2024-07-07 12:00:00,25.6,15,,8.3,17218,none,,VFR
1510,1,2024-07-07 15:00:00,15.4,13,,7.8,14627,none,,VFR
1511,1,2024-07-07 18:00:00,15.4,1,,7.2,3275,none,,VFR
1512,1,2024-07-07 21:00:00,31.7,4,12,3.7,14317,none,,MVFR
1513,1,2024-07-08 00:00:00,27.7,16,,5.9,1983,none,,MVFR
1514,1,2024-07-08 03:00:00,24.9,14,,9.9,18828,rain,light,VFR
1515,1,2024-07-08 06:00:00,17.3,10,,7.1,5721,rain,light,VFR
1516,1,2024-07-08 09:00:00,30.8,7,,6.8,16358,none,,VFR
1517,1,2024-07-08 12:00:00,17.9,5,,13.7,9421,none,,VFR
1518,1,2024-07-08 15:00:00,26.9,1,,4.9,20457,none,,MVFR
1519,1,2024-07-08 18:00:00,27.5,14,22,6.4,11103,none,,VFR
1520,1,2024-07-08 21:00:00,19.9,16,29,9.3,16407,none,,VFR
1521,1,2024-07-09 00:00:00,15.5,9,,7.5,8720,none,,VFR
1522,1,2024-07-09 03:00:00,28.3,2,5,5.5,21807,none,,VFR
1523,1,2024-07-09 06:00:00,21.4,1,,2.5,15933,fog,moderate,IFR
1524,1,2024-07-09 09:00:00,30.0,10,17,4.4,12481,none,,MVFR
1525,1,2024-07-09 12:00:00,35.5,0,,12.9,18633,none,,VFR
1526,1,2024-07-09 15:00:00,19.4,0,,8.7,8170,none,,VFR
1527,1,2024-07-09 18:00:00,22.7,12,,10.1,11380,none,,VFR
1528,1,2024-07-09 21:00:00,28.4,9,,8.8,17307,none,,VFR
1529,1,2024-07-10 00:00:00,27.8,17,,3.7,13001,none,,MVFR
1530,1,2024-07-10 03:00:00,23.8,6,,5.8,449,none,,LIFR
1531,1,2024-07-10 06:00:00,23.9,8,,9.4,8895,none,,VFR
1532,1,2024-07-10 09:00:00,9.4,7,,12.6,15296,none,,VFR
1533,1,2024-07-10 12:00:00,22.8,7,,15.4,7244,none,,VFR
1534,1,2024-07-10 15:00:00,19.4,9,16,13.2,17545,none,,VFR
1535,1,2024-07-10 18:00:00,19.3,7,,7.4,14009,none,,VFR
1536,1,2024-07-10 21:00:00,27.7,6,18,6.7,24922,none,,VFR
1537,1,2024-07-11 00:00:00,25.5,5,,9.5,12710,none,,VFR
1538,1,2024-07-11 03:00:00,19.5,3,,8.9,17972,none,,VFR
1539,1,2024-07-11 06:00:00,19.2,11,,6.8,200,rain,heavy,LIFR
1540,1,2024-07-11 09:00:00,16.7,7,,6.2,14019,none,,VFR
1541,1,2024-07-11 12:00:00,12.6,6,21,4.9,17135,none,,MVFR
1542,1,2024-07-11 15:00:00,17.4,8,22,8.1,12010,none,,VFR
1543,1,2024-07-11 18:00:00,17.6,12,,9.5,16478,none,,VFR
1544,1,2024-07-11 21:00:00,21.0,0,11,11.8,23799,none,,VFR
1545,1,2024-07-12 00:00:00,14.0,13,,3.0,8503,none,,MVFR
1546,1,2024-07-12 03:00:00,30.9,0,8,5.0,15386,none,,VFR
1547,1,2024-07-12 06:00:00,11.2,3,4,8.3,11943,none,,VFR
1548,1,2024-07-12 09:00:00,26.0,5,,6.9,30578,none,,VFR
1549,1,2024-07-12 12:00:00,10.9,17,,12.7,6534,none,,VFR
1550,1,2024-07-12 15:00:00,27.0,18,,9.6,200,rain,light,LIFR
1551,1,2024-07-12 18:00:00,22.7,7,,6.4,8684,none,,VFR
1552,1,2024-07-12 21:00:00,20.1,6,,12.8,21691,none,,VFR
1553,1,2024-07-13 00:00:00,29.4,11,14,6.7,6472,none,,VFR
1554,1,2024-07-13 03:00:00,20.2,7,,1.9,6566,none,,IFR
1555,1,2024-07-13 06:00:00,22.1,6,,9.3,11961,none,,VFR
1556,1,2024-07-13 09:00:00,21.4,16,,5.9,16678,none,,VFR
1557,1,2024-07-13 12:00:00,20.8,17,,6.0,23226,none,,VFR
1558,1,2024-07-13 15:00:00,22.1,12,26,8.6,11197,none,,VFR
1559,1,2024-07-13 18:00:00,24.6,10,12,8.5,15405,none,,VFR
1560,1,2024-07-13 21:00:00,29.4,10,23,8.0,14764,none,,VFR
1561,1,2024-07-14 00:00:00,24.4,9,18,8.5,13532,none,,VFR
1562,1,2024-07-14 03:00:00,26.6,7,,10.0,10581,none,,VFR
1563,1,2024-07-14 06:00:00,22.3,17,19,7.6,2481,none,,MVFR
1564,1,2024-07-14 09:00:00,20.7,13,28,1.5,25411,none,,IFR
1565,1,2024-07-14 12:00:00,22.6,14,,10.4,9381,none,,VFR
1566,1,2024-07-14 15:00:00,21.3,10,,4.9,26568,none,,MVFR
1567,1,2024-07-14 18:00:00,24.5,9,,8.1,22292,rain,heavy,VFR
1568,1,2024-07-14 21:00:00,22.1,3,,5.6,5698,none,,VFR
1569,1,2024-07-15 00:00:00,25.1,10,25,5.4,9567,rain,light,VFR
1570,1,2024-07-15 03:00:00,30.7,8,,7.4,2956,none,,MVFR
1571,1,2024-07-15 06:00:00,18.5,10,,9.2,16340,none,,VFR
1572,1,2024-07-15 09:00:00,20.7,11,,11.8,25176,none,,VFR
1573,1,2024-07-15 12:00:00,21.7,3,16,5.9,5263,none,,VFR
1574,1,2024-07-15 15:00:00,19.2,8,,8.6,12312,rain,moderate,VFR
1575,1,2024-07-15 18:00:00,10.8,15,18,8.6,14800,none,,VFR
1576,1,2024-07-15 21:00:00,19.9,12,16,5.5,24766,none,,VFR
1577,1,2024-07-16 00:00:00,9.8,9,,9.5,23456,none,,VFR
1578,1,2024-07-16 03:00:00,4.6,2,,9.7,20567,none,,VFR
1579,1,2024-07-16 06:00:00,21.6,10,25,10.9,16109,none,,VFR
1580,1,2024-07-16 09:00:00,27.1,10,,3.1,6273,none,,MVFR
1581,1,2024-07-16 12:00:00,17.3,5,,9.2,23188,none,,VFR
1582,1,2024-07-16 15:00:00,20.5,13,,0.8,26573,fog,heavy,LIFR
1583,1,2024-07-16 18:00:00,14.5,13,,10.7,21497,none,,VFR
1584,1,2024-07-16 21:00:00,15.6,15,21,10.2,18467,none,,VFR
1585,1,2024-07-17 00:00:00,22.8,1,,5.5,20810,none,,VFR
1586,1,2024-07-17 03:00:00,21.5,7,22,1.0,200,fog,moderate,LIFR
1587,1,2024-07-17 06:00:00,20.1,15,,4.7,25816,none,,MVFR
1588,1,2024-07-17 09:00:00,20.4,5,,8.3,22214,rain,moderate,VFR
1589,1,2024-07-17 12:00:00,19.4,1,,9.2,21571,none,,VFR
1590,1,2024-07-17 15:00:00,24.2,14,,8.3,13076,rain,moderate,VFR
1591,1,2024-07-17 18:00:00,14.7,5,,7.8,14265,none,,VFR
1592,1,2024-07-17 21:00:00,20.2,2,,2.7,23039,none,,IFR
1593,1,2024-07-18 00:00:00,18.2,11,,14.3,10343,none,,VFR
1594,1,2024-07-18 03:00:00,25.4,14,,3.5,19459,none,,MVFR
1595,1,2024-07-18 06:00:00,15.1,5,5,8.1,9406,none,,VFR
1596,1,2024-07-18 09:00:00,27.4,14,21,4.7,200,none,,LIFR
1597,1,2024-07-18 12:00:00,26.9,19,,8.0,15783,none,,VFR
1598,1,2024-07-18 15:00:00,24.2,8,,7.0,16360,none,,VFR
1599,1,2024-07-18 18:00:00,22.5,12,,4.3,17623,none,,MVFR
1600,1,2024-07-18 21:00:00,13.0,12,,4.9,200,none,,LIFR
1601,1,2024-07-19 00:00:00,13.6,10,,9.0,21919,none,,VFR
1602,1,2024-07-19 03:00:00,38.4,9,,12.3,14736,none,,VFR
1603,1,2024-07-19 06:00:00,27.5,12,,10.6,22988,none,,VFR
1604,1,2024-07-19 09:00:00,30.0,11,,8.4,20174,none,,VFR
1605,1,2024-07-19 12:00:00,29.0,0,,8.9,19969,rain,heavy,VFR
1606,1,2024-07-19 15:00:00,17.8,13,,4.6,18496,none,,MVFR
1607,1,2024-07-19 18:00:00,19.4,12,,7.8,29859,rain,heavy,VFR
1608,1,2024-07-19 21:00:00,15.4,15,,5.5,20794,none,,VFR
1609,1,2024-07-20 00:00:00,23.8,21,36,0.9,16322,none,,LIFR
1610,1,2024-07-20 03:00:00,16.9,5,13,11.0,18203,none,,VFR
1611,1,2024-07-20 06:00:00,31.7,7,,12.6,2844,rain,moderate,MVFR
1612,1,2024-07-20 09:00:00,34.8,5,,8.8,16206,none,,VFR
1613,1,2024-07-20 12:00:00,24.7,18,,0.8,1969,none,,LIFR
1614,1,2024-07-20 15:00:00,21.8,12,,2.8,828,none,,IFR
1615,1,2024-07-20 18:00:00,21.1,13,,15.8,8947,rain,heavy,VFR
1616,1,2024-07-20 21:00:00,14.1,11,18,4.2,17330,none,,MVFR
1617,1,2024-07-21 00:00:00,27.9,8,,1.7,13090,none,,IFR
1618,1,2024-07-21 03:00:00,24.8,14,16,13.4,15774,none,,VFR
1619,1,2024-07-21 06:00:00,22.6,10,,6.1,17839,none,,VFR
1620,1,2024-07-21 09:00:00,27.4,9,9,10.6,200,none,,LIFR
1621,1,2024-07-21 12:00:00,14.5,7,,4.5,8373,rain,moderate,MVFR
1622,1,2024-07-21 15:00:00,15.4,10,,7.5,18012,none,,VFR
1623,1,2024-07-21 18:00:00,13.0,12,,7.3,10891,none,,VFR
1624,1,2024-07-21 21:00:00,28.3,14,,5.7,17404,none,,VFR
1625,1,2024-07-22 00:00:00,27.8,8,20,6.7,19810,none,,VFR
1626,1,2024-07-22 03:00:00,12.1,5,,8.6,6856,none,,VFR
1627,1,2024-07-22 06:00:00,12.5,2,,10.3,3269,none,,VFR
1628,1,2024-07-22 09:00:00,21.8,10,20,12.0,16975,none,,VFR
1629,1,2024-07-22 12:00:00,17.4,7,,7.8,17882,none,,VFR
1630,1,2024-07-22 15:00:00,19.5,16,,7.2,41531,none,,VFR
1631,1,2024-07-22 18:00:00,19.7,14,,7.1,12576,none,,VFR
1632,1,2024-07-22 21:00:00,24.2,4,13,5.9,4012,none,,VFR
1633,1,2024-07-23 00:00:00,18.1,0,9,12.1,337,none,,LIFR
1634,1,2024-07-23 03:00:00,22.4,14,,5.8,27034,none,,VFR
1635,1,2024-07-23 06:00:00,23.7,4,,5.3,13036,none,,VFR
1636,1,2024-07-23 09:00:00,21.2,6,,9.0,12827,none,,VFR
1637,1,2024-07-23 12:00:00,28.8,7,,10.6,26196,none,,VFR
1638,1,2024-07-23 15:00:00,18.0,20,33,9.0,17910,none,,VFR
1639,1,2024-07-23 18:00:00,25.1,3,11,5.9,9342,none,,VFR
1640,1,2024-07-23 21:00:00,19.0,5,,9.1,35487,none,,VFR
1641,1,2024-07-24 00:00:00,25.9,7,,6.0,7511,none,,VFR
1642,1,2024-07-24 03:00:00,26.4,15,,3.8,20425,none,,MVFR
1643,1,2024-07-24 06:00:00,24.1,9,19,8.5,26254,none,,VFR
1644,1,2024-07-24 09:00:00,19.1,12,,1.8,14256,none,,IFR
1645,1,2024-07-24 12:00:00,18.0,16,22,11.1,15365,none,,VFR
1646,1,2024-07-24 15:00:00,29.6,11,24,5.8,15407,none,,VFR
1647,1,2024-07-24 18:00:00,26.2,5,,5.1,15598,none,,VFR
1648,1,2024-07-24 21:00:00,20.6,12,,14.9,19728,none,,VFR
1649,1,2024-07-25 00:00:00,15.9,8,,6.1,21544,rain,moderate,VFR
1650,1,2024-07-25 03:00:00,16.7,7,17,9.8,21048,none,,VFR
1651,1,2024-07-25 06:00:00,21.1,8,,6.7,3960,none,,VFR
1652,1,2024-07-25 09:00:00,23.3,11,20,8.1,13626,none,,VFR
1653,1,2024-07-25 12:00:00,11.8,7,17,11.7,12742,rain,moderate,VFR
1654,1,2024-07-25 15:00:00,25.4,15,,11.3,22604,none,,VFR
1655,1,2024-07-25 18:00:00,28.7,6,,4.2,18732,none,,MVFR
1656,1,2024-07-25 21:00:00,33.3,14,29,12.0,18464,none,,VFR
1657,1,2024-07-26 00:00:00,28.2,17,,11.9,25362,rain,light,VFR
1658,1,2024-07-26 03:00:00,23.0,13,,5.5,11019,rain,moderate,VFR
1659,1,2024-07-26 06:00:00,27.4,22,,11.4,35091,none,,VFR
1660,1,2024-07-26 09:00:00,14.6,7,21,14.0,3369,rain,heavy,VFR
1661,1,2024-07-26 12:00:00,23.4,9,,12.0,18917,none,,VFR
1662,1,2024-07-26 15:00:00,13.9,9,,7.5,9671,none,,VFR
1663,1,2024-07-26 18:00:00,13.0,3,,15.8,7748,rain,heavy,VFR
1664,1,2024-07-26 21:00:00,26.1,1,12,6.6,6560,none,,VFR
1665,1,2024-07-27 00:00:00,21.6,13,,7.6,10063,none,,VFR
1666,1,2024-07-27 03:00:00,18.0,17,,3.1,5370,none,,MVFR
1667,1,2024-07-27 06:00:00,24.5,13,,7.0,24868,none,,VFR
1668,1,2024-07-27 09:00:00,26.3,11,,4.6,23374,none,,MVFR
1669,1,2024-07-27 12:00:00,22.0,16,19,4.2,24882,none,,MVFR
1670,1,2024-07-27 15:00:00,34.8,16,,1.1,2604,fog,heavy,IFR
1671,1,2024-07-27 18:00:00,22.7,13,,1.4,24634,fog,moderate,IFR
1672,1,2024-07-27 21:00:00,18.8,13,20,8.5,8851,none,,VFR
1673,1,2024-07-28 00:00:00,25.7,7,,10.2,21749,none,,VFR
