flight_id,mission_id,aircraft_id,pic_crew_id,origin_base_id,dest_base_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_hours,fuel_burn_lbs,status,delay_minutes,delay_reason
1816,1601,32,4,1,3,2024-02-18 12:37:14,2024-02-18 12:37:14,2024-02-18 18:29:32,2024-02-18 18:29:32,5.9,13569.0,completed,0,
1817,1602,35,55,4,4,2024-02-18 14:06:00,2024-02-18 14:21:00,2024-02-18 16:26:46,2024-02-18 16:41:46,2.3,8946.0,completed,15,airspace
1818,1603,17,57,4,1,2024-02-18 16:02:00,2024-02-18 16:02:00,2024-02-18 18:17:28,2024-02-18 18:17:28,2.3,7425.0,completed,0,
1819,1603,17,13,1,4,2024-02-18 21:48:02,2024-02-18 21:48:02,2024-02-18 23:46:47,2024-02-18 23:46:47,2.0,4015.0,completed,0,
1820,1604,35,60,4,1,2024-02-18 11:33:00,2024-02-18 12:33:00,2024-02-18 21:30:55,2024-02-18 22:30:55,10.0,16174.0,completed,60,maintenance
1821,1606,39,62,4,5,2024-02-18 00:13:00,2024-02-18 00:13:00,2024-02-18 07:20:48,2024-02-18 07:20:48,7.1,22049.0,completed,0,
1822,1606,39,81,5,4,2024-02-18 08:43:25,2024-02-18 08:43:25,2024-02-18 15:24:15,2024-02-18 15:24:15,6.7,21242.0,completed,0,
1823,1607,39,66,4,4,2024-02-18 08:53:00,2024-02-18 09:23:00,2024-02-18 12:25:05,2024-02-18 12:55:05,3.5,10025.0,completed,30,weather
1824,1608,17,60,4,6,2024-02-18 04:44:00,2024-02-18 04:44:00,2024-02-18 13:00:18,2024-02-18 13:00:18,8.3,22252.0,completed,0,
1825,1608,17,102,6,4,2024-02-18 17:09:53,2024-02-18 17:09:53,2024-02-19 01:59:19,2024-02-19 01:59:19,8.8,8167.0,completed,0,
1826,1613,44,91,5,5,2024-02-18 19:33:00,2024-02-18 19:33:00,2024-02-19 00:41:31,2024-02-19 00:41:31,5.1,6291.0,completed,0,
1827,1614,25,114,6,4,2024-02-18 12:38:00,2024-02-18 12:38:00,2024-02-18 14:05:19,2024-02-18 14:05:19,1.5,2956.0,completed,0,
1828,1614,25,66,4,6,2024-02-18 15:19:12,2024-02-18 15:49:12,2024-02-18 16:42:43,2024-02-18 17:12:43,1.4,5097.0,completed,30,maintenance
1829,1615,1,101,6,4,2024-02-18 15:30:00,2024-02-18 15:30:00,2024-02-18 18:31:02,2024-02-18 18:31:02,3.0,5763.0,completed,0,
1830,1615,1,62,4,6,2024-02-18 19:48:30,2024-02-18 19:48:30,2024-02-18 22:49:48,2024-02-18 22:49:48,3.0,3328.0,completed,0,
1831,1616,29,95,6,2,2024-02-18 21:37:00,2024-02-18 23:37:00,2024-02-19 05:33:09,2024-02-19 07:33:09,7.9,7070.0,completed,120,crew
1832,1618,27,115,6,4,2024-02-18 17:54:00,2024-02-18 17:54:00,2024-02-18 19:36:36,2024-02-18 19:36:36,1.7,3132.0,completed,0,
1833,1618,27,66,4,6,2024-02-19 01:22:22,2024-02-19 01:22:22,2024-02-19 03:07:56,2024-02-19 03:07:56,1.8,3644.0,completed,0,
1834,1619,29,97,6,3,2024-02-18 02:15:00,2024-02-18 02:15:00,2024-02-18 03:51:51,2024-02-18 03:51:51,1.6,3709.0,completed,0,
1835,1619,29,37,3,6,2024-02-18 09:34:18,2024-02-18 09:34:18,2024-02-18 11:16:53,2024-02-18 11:16:53,1.7,1437.0,completed,0,
1836,1620,27,102,6,6,2024-02-18 04:57:00,2024-02-18 05:27:00,2024-02-18 10:54:27,2024-02-18 11:24:27,6.0,11566.0,diverted,30,weather
1837,1621,16,97,6,5,2024-02-18 21:32:00,2024-02-18 21:32:00,2024-02-19 00:56:22,2024-02-19 00:56:22,3.4,3684.0,completed,0,
1838,1622,22,16,1,3,2024-02-19 11:33:00,2024-02-19 11:33:00,2024-02-19 19:16:07,2024-02-19 19:16:07,7.7,29487.0,completed,0,
1839,1622,22,37,3,1,2024-02-19 23:27:36,2024-02-19 23:27:36,2024-02-20 06:33:24,2024-02-20 06:33:24,7.1,10532.0,completed,0,
1840,1623,41,7,1,1,2024-02-19 05:03:00,2024-02-19 05:03:00,2024-02-19 07:10:14,2024-02-19 07:10:14,2.1,7169.0,completed,0,
1841,1624,10,7,1,2,2024-02-19 06:24:00,2024-02-19 06:24:00,2024-02-19 13:04:15,2024-02-19 13:04:15,6.7,15016.0,completed,0,
1842,1624,10,33,2,1,2024-02-19 15:08:54,2024-02-19 15:08:54,2024-02-19 21:18:03,2024-02-19 21:18:03,6.2,16624.0,completed,0,
1843,1625,48,15,1,6,2024-02-19 18:17:00,2024-02-19 18:17:00,2024-02-19 20:11:17,2024-02-19 20:11:17,1.9,1905.0,completed,0,
1844,1626,48,10,1,5,2024-02-19 15:42:00,2024-02-19 15:57:00,2024-02-19 23:53:56,2024-02-20 00:08:56,8.2,15255.0,completed,15,crew
1845,1627,22,13,1,2,2024-02-19 03:22:00,2024-02-19 05:22:00,2024-02-19 05:42:17,2024-02-19 07:42:17,2.3,3823.0,completed,120,maintenance
1846,1627,22,20,2,1,2024-02-19 11:56:05,2024-02-19 11:56:05,2024-02-19 14:19:52,2024-02-19 14:19:52,2.4,4834.0,completed,0,
1847,1629,22,16,1,2,2024-02-19 22:40:00,2024-02-19 22:40:00,2024-02-20 04:19:40,2024-02-20 04:19:40,5.7,19859.0,completed,0,
1848,1629,22,19,2,1,2024-02-20 09:54:26,2024-02-20 09:54:26,2024-02-20 14:46:16,2024-02-20 14:46:16,4.9,16705.0,completed,0,
1849,1631,6,25,2,2,2024-02-19 11:37:00,2024-02-19 11:37:00,2024-02-19 16:25:21,2024-02-19 16:25:21,4.8,12411.0,completed,0,
1850,1633,36,53,3,2,2024-02-19 15:09:00,2024-02-19 15:09:00,2024-02-19 20:01:57,2024-02-19 20:01:57,4.9,18969.0,completed,0,
1851,1634,13,46,3,3,2024-02-19 06:53:00,2024-02-19 06:53:00,2024-02-19 16:40:39,2024-02-19 16:40:39,9.8,23186.0,completed,0,
1852,1635,19,37,3,6,2024-02-19 06:45:00,2024-02-19 06:45:00,2024-02-19 11:45:57,2024-02-19 11:45:57,5.0,15877.0,completed,0,
1853,1635,19,108,6,3,2024-02-19 16:18:25,2024-02-19 16:18:25,2024-02-19 21:27:45,2024-02-19 21:27:45,5.2,18998.0,completed,0,
1854,1637,35,67,4,3,2024-02-19 09:31:00,2024-02-19 09:46:00,2024-02-19 18:54:32,2024-02-19 19:09:32,9.4,14204.0,completed,15,weather
1855,1637,35,47,3,4,2024-02-19 22:01:02,2024-02-19 23:01:02,2024-02-20 08:48:44,2024-02-20 09:48:44,10.8,10356.0,completed,60,maintenance
1856,1638,39,60,4,3,2024-02-19 12:54:00,2024-02-19 12:54:00,2024-02-19 14:30:24,2024-02-19 14:30:24,1.6,6044.0,completed,0,
1857,1638,39,39,3,4,2024-02-19 20:15:36,2024-02-19 20:30:36,2024-02-19 21:44:09,2024-02-19 21:59:09,1.5,4241.0,diverted,15,weather
1858,1639,9,73,4,2,2024-02-19 17:34:00,2024-02-19 17:34:00,2024-02-19 20:12:46,2024-02-19 20:12:46,2.6,3834.0,completed,0,
1859,1641,17,67,4,6,2024-02-19 22:37:00,2024-02-19 22:37:00,2024-02-20 06:24:29,2024-02-20 06:24:29,7.8,6274.0,completed,0,
1860,1642,37,83,5,1,2024-02-19 10:51:00,2024-02-19 10:51:00,2024-02-19 19:09:06,2024-02-19 19:09:06,8.3,10339.0,completed,0,
1861,1643,26,78,5,4,2024-02-19 22:59:00,2024-02-19 22:59:00,2024-02-20 05:49:00,2024-02-20 05:49:00,6.8,16132.0,completed,0,
1862,1645,4,78,5,3,2024-02-19 12:31:00,2024-02-19 12:31:00,2024-02-19 22:18:33,2024-02-19 22:18:33,9.8,10898.0,completed,0,
1863,1647,44,91,5,5,2024-02-19 01:20:00,2024-02-19 01:20:00,2024-02-19 03:12:48,2024-02-19 03:12:48,1.9,3725.0,completed,0,
1864,1648,45,75,5,3,2024-02-19 10:34:00,2024-02-19 10:49:00,2024-02-19 19:15:07,2024-02-19 19:30:07,8.7,31387.0,completed,15,weather
1865,1648,45,46,3,5,2024-02-20 01:19:49,2024-02-20 01:19:49,2024-02-20 11:05:32,2024-02-20 11:05:32,9.8,14057.0,completed,0,
1866,1649,4,87,5,2,2024-02-19 13:08:00,2024-02-19 13:23:00,2024-02-19 16:00:15,2024-02-19 16:15:15,2.9,7154.0,completed,15,crew
1867,1650,23,97,6,2,2024-02-19 22:18:00,2024-02-19 22:18:00,2024-02-20 02:45:32,2024-02-20 02:45:32,4.5,16724.0,completed,0,
1868,1651,25,116,6,1,2024-02-19 05:54:00,2024-02-19 05:54:00,2024-02-19 07:24:34,2024-02-19 07:24:34,1.5,2618.0,completed,0,
1869,1651,25,13,1,6,2024-02-19 08:29:13,2024-02-19 08:59:13,2024-02-19 10:01:57,2024-02-19 10:31:57,1.5,1713.0,completed,30,crew
1870,1652,27,94,6,4,2024-02-19 09:25:00,2024-02-19 09:25:00,2024-02-19 17:50:08,2024-02-19 17:50:08,8.4,23614.0,completed,0,
1871,1653,3,114,6,2,2024-02-19 02:23:00,2024-02-19 02:23:00,2024-02-19 08:37:41,2024-02-19 08:37:41,6.2,21150.0,completed,0,
1872,1653,3,21,2,6,2024-02-19 10:31:32,2024-02-19 10:31:32,2024-02-19 15:59:37,2024-02-19 15:59:37,5.5,17050.0,completed,0,
1873,1655,3,97,6,2,2024-02-19 05:36:00,2024-02-19 05:36:00,2024-02-19 11:31:22,2024-02-19 11:31:22,5.9,16733.0,completed,0,
1874,1656,8,116,6,4,2024-02-19 20:51:00,2024-02-19 20:51:00,2024-02-20 01:05:58,2024-02-20 01:05:58,4.2,13503.0,completed,0,
1875,1657,22,2,1,5,2024-02-20 11:44:00,2024-02-20 11:44:00,2024-02-20 14:47:05,2024-02-20 14:47:05,3.1,4883.0,completed,0,
1876,1658,20,16,1,3,2024-02-20 16:11:00,2024-02-20 16:26:00,2024-02-21 01:12:48,2024-02-21 01:27:48,9.0,11426.0,completed,15,maintenance
1877,1659,20,12,1,1,2024-02-20 01:02:00,2024-02-20 01:32:00,2024-02-20 07:17:47,2024-02-20 07:47:47,6.3,23226.0,completed,30,weather
1878,1660,10,13,1,4,2024-02-20 02:07:00,2024-02-20 02:07:00,2024-02-20 05:38:08,2024-02-20 05:38:08,3.5,2867.0,completed,0,
1879,1662,10,10,1,5,2024-02-20 21:18:00,2024-02-20 21:18:00,2024-02-21 00:23:48,2024-02-21 00:23:48,3.1,6719.0,completed,0,
1880,1663,5,1,1,5,2024-02-20 20:34:00,2024-02-21 00:34:00,2024-02-21 00:22:33,2024-02-21 04:22:33,3.8,9594.0,completed,240,airspace
1881,1664,48,17,1,4,2024-02-20 06:02:00,2024-02-20 06:02:00,2024-02-20 07:18:08,2024-02-20 07:18:08,1.3,4476.0,completed,0,
1882,1665,40,22,2,6,2024-02-20 19:57:00,2024-02-20 19:57:00,2024-02-21 01:41:06,2024-02-21 01:41:06,5.7,14524.0,completed,0,
1883,1666,42,33,2,1,2024-02-20 12:28:00,2024-02-20 12:28:00,2024-02-20 15:57:15,2024-02-20 15:57:15,3.5,7690.0,completed,0,
1884,1667,40,22,2,3,2024-02-20 21:23:00,2024-02-20 21:23:00,2024-02-21 06:52:25,2024-02-21 06:52:25,9.5,13062.0,completed,0,
1885,1668,40,20,2,2,2024-02-20 19:39:00,2024-02-20 19:39:00,2024-02-21 01:24:40,2024-02-21 01:24:40,5.8,4791.0,completed,0,
1886,1669,47,46,3,6,2024-02-20 16:32:00,2024-02-20 16:32:00,2024-02-20 19:18:06,2024-02-20 19:18:06,2.8,7124.0,completed,0,
1887,1670,2,41,3,3,2024-02-20 09:20:00,2024-02-20 09:20:00,2024-02-20 13:03:00,2024-02-20 13:03:00,3.7,9041.0,completed,0,
1888,1671,32,37,3,5,2024-02-20 12:14:00,2024-02-20 12:14:00,2024-02-20 16:32:49,2024-02-20 16:32:49,4.3,8499.0,completed,0,
1889,1671,32,80,5,3,2024-02-20 20:50:55,2024-02-20 21:05:55,2024-02-21 01:43:41,2024-02-21 01:58:41,4.9,11770.0,completed,15,airspace
1890,1672,24,40,3,2,2024-02-20 18:28:00,2024-02-20 18:28:00,2024-02-20 22:23:40,2024-02-20 22:23:40,3.9,4258.0,completed,0,
1891,1672,24,22,2,3,2024-02-21 02:28:26,2024-02-21 02:28:26,2024-02-21 06:50:55,2024-02-21 06:50:55,4.4,5119.0,completed,0,
1892,1673,36,38,3,6,2024-02-20 05:56:00,2024-02-20 05:56:00,2024-02-20 11:51:15,2024-02-20 11:51:15,5.9,16559.0,completed,0,
1893,1674,19,37,3,3,2024-02-20 03:02:00,2024-02-20 03:02:00,2024-02-20 12:38:51,2024-02-20 12:38:51,9.6,17369.0,completed,0,
1894,1675,39,69,4,6,2024-02-20 12:07:00,2024-02-20 12:07:00,2024-02-20 18:47:58,2024-02-20 18:47:58,6.7,24952.0,completed,0,
1895,1675,39,94,6,4,2024-02-20 19:58:15,2024-02-20 19:58:15,2024-02-21 03:16:06,2024-02-21 03:16:06,7.3,6937.0,completed,0,
1896,1676,39,62,4,4,2024-02-20 03:00:00,2024-02-20 03:00:00,2024-02-20 04:52:06,2024-02-20 04:52:06,1.9,4219.0,completed,0,
1897,1677,17,59,4,1,2024-02-20 17:18:00,2024-02-20 17:33:00,2024-02-21 00:45:58,2024-02-21 01:00:58,7.5,17439.0,completed,15,maintenance
1898,1679,35,67,4,4,2024-02-20 13:55:00,2024-02-20 13:55:00,2024-02-20 22:47:17,2024-02-20 22:47:17,8.9,13634.0,completed,0,
1899,1680,9,67,4,2,2024-02-20 14:53:00,2024-02-20 14:53:00,2024-02-20 19:39:56,2024-02-20 19:39:56,4.8,8829.0,completed,0,
1900,1682,37,78,5,4,2024-02-20 02:45:00,2024-02-20 02:45:00,2024-02-20 04:05:10,2024-02-20 04:05:10,1.3,2421.0,completed,0,
1901,1682,37,67,4,5,2024-02-20 07:49:03,2024-02-20 07:49:03,2024-02-20 09:17:30,2024-02-20 09:17:30,1.5,3260.0,completed,0,
1902,1683,7,75,5,4,2024-02-20 12:39:00,2024-02-20 12:39:00,2024-02-20 16:26:33,2024-02-20 16:26:33,3.8,13449.0,completed,0,
1903,1683,7,55,4,5,2024-02-20 21:57:09,2024-02-20 22:27:09,2024-02-21 02:14:50,2024-02-21 02:44:50,4.3,12820.0,completed,30,airspace
1904,1684,26,88,5,5,2024-02-20 13:26:00,2024-02-20 13:26:00,2024-02-20 14:42:46,2024-02-20 14:42:46,1.3,3035.0,completed,0,
1905,1685,44,80,5,6,2024-02-20 05:24:00,2024-02-20 05:24:00,2024-02-20 07:24:03,2024-02-20 07:24:03,2.0,4060.0,completed,0,
1906,1685,44,102,6,5,2024-02-20 10:10:41,2024-02-20 10:10:41,2024-02-20 12:14:32,2024-02-20 12:14:32,2.1,2946.0,completed,0,
1907,1686,7,81,5,5,2024-02-20 15:33:00,2024-02-20 15:33:00,2024-02-20 20:48:53,2024-02-20 20:48:53,5.3,16345.0,completed,0,
1908,1687,43,88,5,6,2024-02-20 14:54:00,2024-02-20 14:54:00,2024-02-20 22:46:01,2024-02-20 22:46:01,7.9,6945.0,completed,0,
1909,1689,8,114,6,5,2024-02-20 12:00:00,2024-02-20 12:00:00,2024-02-20 17:43:29,2024-02-20 17:43:29,5.7,20700.0,completed,0,
1910,1689,8,87,5,6,2024-02-20 20:52:39,2024-02-20 20:52:39,2024-02-21 01:58:08,2024-02-21 01:58:08,5.1,8557.0,completed,0,
1911,1691,3,115,6,4,2024-02-20 21:47:00,2024-02-20 21:47:00,2024-02-21 00:03:01,2024-02-21 00:03:01,2.3,2544.0,completed,0,
1912,1692,3,94,6,5,2024-02-20 19:45:00,2024-02-20 19:45:00,2024-02-21 05:34:28,2024-02-21 05:34:28,9.8,17970.0,completed,0,
1913,1692,3,81,5,6,2024-02-21 08:00:25,2024-02-21 08:00:25,2024-02-21 18:55:56,2024-02-21 18:55:56,10.9,18889.0,completed,0,
1914,1693,3,96,6,4,2024-02-20 14:03:00,2024-02-20 14:03:00,2024-02-20 19:40:35,2024-02-20 19:40:35,5.6,15949.0,completed,0,
1915,1694,23,96,6,3,2024-02-20 15:53:00,2024-02-20 15:53:00,2024-02-20 18:07:39,2024-02-20 18:07:39,2.2,7864.0,completed,0,
1916,1695,23,116,6,6,2024-02-20 15:53:00,2024-02-20 15:53:00,2024-02-20 20:44:23,2024-02-20 20:44:23,4.9,14263.0,completed,0,
1917,1696,5,2,1,4,2024-02-21 14:10:00,2024-02-21 14:10:00,2024-02-21 16:07:13,2024-02-21 16:07:13,2.0,6899.0,completed,0,
1918,1697,48,4,1,6,2024-02-21 08:00:00,2024-02-21 08:00:00,2024-02-21 17:11:24,2024-02-21 17:11:24,9.2,35983.0,completed,0,
1919,1698,10,12,1,5,2024-02-21 13:04:00,2024-02-21 13:04:00,2024-02-21 19:01:05,2024-02-21 19:01:05,6.0,19999.0,completed,0,
1920,1699,41,13,1,2,2024-02-21 20:44:00,2024-02-21 20:44:00,2024-02-22 02:09:38,2024-02-22 02:09:38,5.4,11933.0,completed,0,
1921,1699,41,22,2,1,2024-02-22 07:29:46,2024-02-22 07:29:46,2024-02-22 12:57:36,2024-02-22 12:57:36,5.5,7525.0,completed,0,
1922,1700,5,7,1,1,2024-02-21 21:05:00,2024-02-21 21:05:00,2024-02-22 06:11:26,2024-02-22 06:11:26,9.1,19527.0,completed,0,
1923,1701,22,2,1,3,2024-02-21 01:52:00,2024-02-21 01:52:00,2024-02-21 08:10:36,2024-02-21 08:10:36,6.3,8543.0,completed,0,
1924,1703,6,29,2,2,2024-02-21 20:09:00,2024-02-21 20:09:00,2024-02-22 02:14:02,2024-02-22 02:14:02,6.1,6107.0,completed,0,
1925,1705,47,39,3,6,2024-02-21 06:51:00,2024-02-21 06:51:00,2024-02-21 08:11:39,2024-02-21 08:11:39,1.3,4236.0,completed,0,
1926,1707,34,46,3,4,2024-02-21 14:16:00,2024-02-21 15:16:00,2024-02-21 17:43:29,2024-02-21 18:43:29,3.5,3036.0,completed,60,airspace
1927,1708,32,41,3,1,2024-02-21 17:27:00,2024-02-21 17:27:00,2024-02-21 23:40:29,2024-02-21 23:40:29,6.2,19736.0,completed,0,
1928,1711,9,66,4,6,2024-02-21 11:25:00,2024-02-21 11:25:00,2024-02-21 14:54:26,2024-02-21 14:54:26,3.5,10022.0,completed,0,
1929,1711,9,108,6,4,2024-02-21 19:29:07,2024-02-21 19:59:07,2024-02-21 23:10:43,2024-02-21 23:40:43,3.7,14448.0,completed,30,weather
1930,1712,35,60,4,4,2024-02-21 03:02:00,2024-02-21 07:02:00,2024-02-21 08:02:14,2024-02-21 12:02:14,5.0,16272.0,completed,240,maintenance
1931,1713,7,87,5,1,2024-02-21 14:49:00,2024-02-21 14:49:00,2024-02-21 16:16:25,2024-02-21 16:16:25,1.5,2658.0,completed,0,
1932,1714,45,91,5,3,2024-02-21 21:24:00,2024-02-21 21:24:00,2024-02-22 03:22:09,2024-02-22 03:22:09,6.0,13467.0,completed,0,
1933,1714,45,47,3,5,2024-02-22 05:55:50,2024-02-22 06:25:50,2024-02-22 11:51:32,2024-02-22 12:21:32,5.9,7432.0,completed,30,weather
1934,1716,43,87,5,3,2024-02-21 01:00:00,2024-02-21 01:00:00,2024-02-21 03:24:34,2024-02-21 03:24:34,2.4,2271.0,completed,0,
1935,1717,15,81,5,3,2024-02-21 11:51:00,2024-02-21 11:51:00,2024-02-21 19:04:26,2024-02-21 19:04:26,7.2,13532.0,completed,0,
1936,1718,45,78,5,1,2024-02-21 03:48:00,2024-02-21 03:48:00,2024-02-21 07:35:45,2024-02-21 07:35:45,3.8,9476.0,completed,0,
1937,1718,45,6,1,5,2024-02-21 08:52:22,2024-02-21 08:52:22,2024-02-21 12:54:04,2024-02-21 12:54:04,4.0,6029.0,completed,0,
1938,1719,43,83,5,5,2024-02-21 20:01:00,2024-02-21 20:01:00,2024-02-21 22:50:24,2024-02-21 22:50:24,2.8,9756.0,completed,0,
1939,1720,26,87,5,4,2024-02-21 09:49:00,2024-02-21 09:49:00,2024-02-21 13:32:10,2024-02-21 13:32:10,3.7,3133.0,completed,0,
1940,1720,26,62,4,5,2024-02-21 17:46:32,2024-02-21 17:46:32,2024-02-21 21:36:58,2024-02-21 21:36:58,3.8,8874.0,completed,0,
1941,1721,44,75,5,1,2024-02-21 01:32:00,2024-02-21 01:32:00,2024-02-21 08:44:23,2024-02-21 08:44:23,7.2,12358.0,completed,0,
1942,1721,44,6,1,5,2024-02-21 10:09:07,2024-02-21 10:09:07,2024-02-21 18:23:48,2024-02-21 18:23:48,8.2,6940.0,completed,0,
1943,1722,26,92,5,6,2024-02-21 20:21:00,2024-02-21 20:21:00,2024-02-22 01:52:46,2024-02-22 01:52:46,5.5,19573.0,completed,0,
1944,1722,26,114,6,5,2024-02-22 04:05:43,2024-02-22 04:05:43,2024-02-22 08:50:22,2024-02-22 08:50:22,4.7,4304.0,completed,0,
1945,1723,43,75,5,2,2024-02-21 04:02:00,2024-02-21 04:02:00,2024-02-21 10:26:43,2024-02-21 10:26:43,6.4,7060.0,completed,0,
1946,1723,43,19,2,5,2024-02-21 12:43:37,2024-02-21 13:13:37,2024-02-21 19:34:35,2024-02-21 20:04:35,6.8,11224.0,completed,30,crew
1947,1725,1,101,6,4,2024-02-21 22:57:00,2024-02-21 22:57:00,2024-02-22 02:44:02,2024-02-22 02:44:02,3.8,8430.0,completed,0,
1948,1726,16,95,6,2,2024-02-21 09:37:00,2024-02-21 09:37:00,2024-02-21 18:19:15,2024-02-21 18:19:15,8.7,32013.0,completed,0,
1949,1727,1,96,6,2,2024-02-21 06:10:00,2024-02-21 06:10:00,2024-02-21 10:41:56,2024-02-21 10:41:56,4.5,4892.0,completed,0,
1950,1728,8,102,6,2,2024-02-21 09:06:00,2024-02-21 09:06:00,2024-02-21 15:32:20,2024-02-21 15:32:20,6.4,19656.0,completed,0,
1951,1728,8,20,2,6,2024-02-21 20:22:47,2024-02-21 20:22:47,2024-02-22 03:20:55,2024-02-22 03:20:55,7.0,12912.0,completed,0,
1952,1729,8,97,6,5,2024-02-21 07:50:00,2024-02-21 07:50:00,2024-02-21 15:19:56,2024-02-21 15:19:56,7.5,27617.0,completed,0,
1953,1730,25,101,6,1,2024-02-21 21:02:00,2024-02-21 21:02:00,2024-02-21 23:57:42,2024-02-21 23:57:42,2.9,8134.0,completed,0,
1954,1731,11,116,6,6,2024-02-21 00:09:00,2024-02-21 00:09:00,2024-02-21 01:35:11,2024-02-21 01:35:11,1.4,4449.0,completed,0,
1955,1733,41,15,1,1,2024-02-22 23:37:00,2024-02-22 23:37:00,2024-02-23 08:52:37,2024-02-23 08:52:37,9.3,10334.0,completed,0,
1956,1734,10,12,1,3,2024-02-22 00:56:00,2024-02-22 00:56:00,2024-02-22 10:42:40,2024-02-22 10:42:40,9.8,28942.0,completed,0,
1957,1734,10,49,3,1,2024-02-22 13:57:57,2024-02-22 13:57:57,2024-02-22 22:56:23,2024-02-22 22:56:23,9.0,33819.0,completed,0,
1958,1735,48,12,1,5,2024-02-22 19:08:00,2024-02-22 19:08:00,2024-02-22 23:42:32,2024-02-22 23:42:32,4.6,5498.0,completed,0,
1959,1737,41,2,1,6,2024-02-22 18:58:00,2024-02-22 18:58:00,2024-02-23 03:28:44,2024-02-23 03:28:44,8.5,30552.0,completed,0,
1960,1737,41,95,6,1,2024-02-23 09:21:20,2024-02-23 09:21:20,2024-02-23 16:56:41,2024-02-23 16:56:41,7.6,12797.0,completed,0,
1961,1738,6,30,2,1,2024-02-22 17:23:00,2024-02-22 17:23:00,2024-02-22 18:23:49,2024-02-22 18:23:49,1.0,1309.0,completed,0,
1962,1739,40,35,2,2,2024-02-22 05:45:00,2024-02-22 05:45:00,2024-02-22 12:09:28,2024-02-22 12:09:28,6.4,11374.0,completed,0,
1963,1740,40,21,2,4,2024-02-22 17:48:00,2024-02-22 17:48:00,2024-02-23 00:37:35,2024-02-23 00:37:35,6.8,10628.0,completed,0,
1964,1740,40,70,4,2,2024-02-23 04:18:25,2024-02-23 04:18:25,2024-02-23 10:22:30,2024-02-23 10:22:30,6.1,11003.0,completed,0,
1965,1741,42,20,2,2,2024-02-22 15:57:00,2024-02-22 16:57:00,2024-02-22 19:35:31,2024-02-22 20:35:31,3.6,13708.0,completed,60,weather
1966,1742,6,29,2,1,2024-02-22 05:46:00,2024-02-22 06:16:00,2024-02-22 09:53:16,2024-02-22 10:23:16,4.1,6890.0,completed,30,crew
1967,1743,13,49,3,2,2024-02-22 08:17:00,2024-02-22 08:17:00,2024-02-22 13:15:53,2024-02-22 13:15:53,5.0,17392.0,completed,0,
1968,1744,34,47,3,3,2024-02-22 18:38:00,2024-02-22 18:38:00,2024-02-22 21:23:45,2024-02-22 21:23:45,2.8,5878.0,completed,0,
1969,1745,32,54,3,2,2024-02-22 22:44:00,2024-02-22 22:44:00,2024-02-23 01:41:05,2024-02-23 01:41:05,3.0,8741.0,completed,0,
1970,1745,32,25,2,3,2024-02-23 06:55:01,2024-02-23 07:25:01,2024-02-23 09:54:50,2024-02-23 10:24:50,3.0,3086.0,diverted,30,weather
1971,1746,9,55,4,2,2024-02-22 07:23:00,2024-02-22 07:23:00,2024-02-22 13:25:04,2024-02-22 13:25:04,6.0,15241.0,completed,0,
1972,1747,9,67,4,4,2024-02-22 13:16:00,2024-02-22 13:16:00,2024-02-22 20:19:33,2024-02-22 20:19:33,7.1,20789.0,completed,0,
1973,1748,39,70,4,6,2024-02-22 14:29:00,2024-02-22 14:29:00,2024-02-22 18:45:59,2024-02-22 18:45:59,4.3,16160.0,completed,0,
1974,1749,17,59,4,1,2024-02-22 19:05:00,2024-02-22 19:05:00,2024-02-22 20:50:34,2024-02-22 20:50:34,1.8,4116.0,completed,0,
1975,1749,17,2,1,4,2024-02-22 22:57:39,2024-02-22 22:57:39,2024-02-23 00:31:08,2024-02-23 00:31:08,1.6,2588.0,completed,0,
1976,1750,26,81,5,5,2024-02-22 03:50:00,2024-02-22 03:50:00,2024-02-22 05:41:17,2024-02-22 05:41:17,1.9,3536.0,completed,0,
1977,1751,44,78,5,5,2024-02-22 12:10:00,2024-02-22 12:10:00,2024-02-22 18:00:29,2024-02-22 18:00:29,5.8,9508.0,completed,0,
1978,1753,44,91,5,1,2024-02-22 04:05:00,2024-02-22 04:05:00,2024-02-22 05:28:22,2024-02-22 05:28:22,1.4,3258.0,completed,0,
1979,1753,44,17,1,5,2024-02-22 07:22:30,2024-02-22 07:22:30,2024-02-22 08:55:27,2024-02-22 08:55:27,1.5,4102.0,completed,0,
1980,1754,37,81,5,3,2024-02-22 09:41:00,2024-02-22 11:41:00,2024-02-22 18:10:58,2024-02-22 20:10:58,8.5,24642.0,completed,120,crew
1981,1755,25,115,6,2,2024-02-22 11:00:00,2024-02-22 11:00:00,2024-02-22 15:17:32,2024-02-22 15:17:32,4.3,9241.0,completed,0,
1982,1756,25,94,6,2,2024-02-22 03:05:00,2024-02-22 03:05:00,2024-02-22 10:51:00,2024-02-22 10:51:00,7.8,27173.0,completed,0,
1983,1757,29,95,6,3,2024-02-22 22:20:00,2024-02-22 22:20:00,2024-02-22 23:34:07,2024-02-22 23:34:07,1.2,4215.0,completed,0,
1984,1757,29,38,3,6,2024-02-23 00:38:18,2024-02-23 00:38:18,2024-02-23 01:47:39,2024-02-23 01:47:39,1.2,1618.0,completed,0,
1985,1758,3,116,6,6,2024-02-22 23:39:00,2024-02-22 23:39:00,2024-02-23 04:23:12,2024-02-23 04:23:12,4.7,5090.0,completed,0,
