mission_id,mission_type,priority,requested_date,start_date,end_date,origin_base_id,dest_base_id,aircraft_id,status,pax_count,cargo_tons
7585,cargo,routine,2024-07-29 00:46:00,2024-07-29 03:46:00,2024-07-29 13:05:30,3,6,2,complete,,17.2
7586,isr,routine,2024-07-29 06:09:00,2024-07-29 08:09:00,2024-07-29 16:33:19,3,,19,complete,,
7587,sar,routine,2024-07-29 17:34:00,2024-07-29 17:34:00,2024-07-29 21:41:51,3,6,2,complete,77,
7588,isr,routine,2024-07-29 08:04:00,2024-07-29 08:04:00,2024-07-29 11:02:59,3,,34,cancelled,,
7589,medevac,critical,2024-07-29 13:49:00,2024-07-29 17:49:00,2024-07-29 19:43:20,3,6,2,complete,23,
7590,transport,routine,2024-07-29 04:44:00,2024-07-29 04:44:00,2024-07-29 11:52:32,3,2,34,complete,66,
7591,medevac,routine,2024-07-29 13:46:00,2024-07-29 16:46:00,2024-07-29 22:17:52,3,6,34,complete,37,
7592,transport,urgent,2024-07-29 20:42:00,2024-07-30 00:42:00,2024-07-30 05:32:44,4,5,39,complete,56,
7593,cargo,urgent,2024-07-29 22:08:00,2024-07-30 00:08:00,2024-07-30 09:00:26,4,1,39,complete,,21.2
7594,training,routine,2024-07-29 15:40:00,2024-07-29 19:40:00,2024-07-30 05:53:25,4,,17,complete,,
7595,training,routine,2024-07-29 23:13:00,2024-07-30 00:13:00,2024-07-30 10:23:37,4,,39,complete,,
7596,cargo,routine,2024-07-29 12:19:00,2024-07-29 12:19:00,2024-07-29 18:37:52,4,1,17,complete,,1.8
7597,transport,urgent,2024-07-29 15:19:00,2024-07-29 19:19:00,2024-07-30 07:11:01,4,6,9,complete,78,
7598,training,routine,2024-07-29 20:15:00,2024-07-29 21:15:00,2024-07-30 01:19:36,4,,9,complete,,
7599,transport,routine,2024-07-29 09:42:00,2024-07-29 09:42:00,2024-07-29 13:39:55,4,2,9,complete,44,
7600,isr,critical,2024-07-29 08:14:00,2024-07-29 10:14:00,2024-07-29 13:37:44,5,,7,cancelled,,
7601,isr,routine,2024-07-29 21:38:00,2024-07-30 01:38:00,2024-07-30 04:01:47,5,,44,complete,,
7602,cargo,routine,2024-07-29 11:37:00,2024-07-29 13:37:00,2024-07-29 22:53:15,5,3,7,complete,,31.5
7603,medevac,urgent,2024-07-29 04:33:00,2024-07-29 05:33:00,2024-07-29 10:25:41,6,5,16,complete,17,
7604,training,routine,2024-07-29 15:41:00,2024-07-29 15:41:00,2024-07-29 19:42:31,6,,,complete,,
7605,training,routine,2024-07-29 15:56:00,2024-07-29 15:56:00,2024-07-29 19:30:48,6,,3,complete,,
7606,isr,routine,2024-07-29 14:41:00,2024-07-29 17:41:00,2024-07-30 01:08:34,6,,3,complete,,
7607,medevac,urgent,2024-07-29 14:03:00,2024-07-29 14:03:00,2024-07-29 19:03:59,6,1,3,complete,79,
7608,training,routine,2024-07-29 05:48:00,2024-07-29 08:48:00,2024-07-29 19:09:10,6,,,complete,,
7609,cargo,routine,2024-07-29 05:28:00,2024-07-29 05:28:00,2024-07-29 13:32:22,6,5,1,complete,,7.9
7610,cargo,routine,2024-07-29 03:30:00,2024-07-29 07:30:00,2024-07-29 17:27:38,6,1,27,complete,,13.8
7611,transport,critical,2024-07-29 13:35:00,2024-07-29 17:35:00,2024-07-30 05:03:56,6,1,11,complete,49,
7612,transport,urgent,2024-07-29 12:36:00,2024-07-29 15:36:00,2024-07-29 16:39:28,6,1,23,complete,20,
7613,sar,routine,2024-07-29 09:38:00,2024-07-29 10:38:00,2024-07-29 17:46:44,6,4,27,complete,67,
7614,training,critical,2024-07-29 22:12:00,2024-07-30 01:12:00,2024-07-30 04:46:03,6,,3,complete,,
7615,medevac,critical,2024-07-30 15:47:00,2024-07-30 15:47:00,2024-07-30 21:35:16,1,2,48,complete,40,
7616,isr,routine,2024-07-30 18:47:00,2024-07-30 22:47:00,2024-07-31 09:00:24,1,,10,complete,,
7617,sar,routine,2024-07-30 01:46:00,2024-07-30 02:46:00,2024-07-30 06:14:57,1,2,,complete,77,
7618,cargo,routine,2024-07-30 05:39:00,2024-07-30 08:39:00,2024-07-30 14:02:10,1,6,5,complete,,17.1
7619,isr,urgent,2024-07-30 22:48:00,2024-07-31 00:48:00,2024-07-31 07:05:34,1,,5,complete,,
7620,transport,routine,2024-07-30 18:47:00,2024-07-30 19:47:00,2024-07-31 01:05:35,2,4,40,complete,36,
7621,medevac,routine,2024-07-30 08:02:00,2024-07-30 12:02:00,2024-07-30 18:34:21,2,3,40,complete,13,
7622,training,routine,2024-07-30 07:48:00,2024-07-30 11:48:00,2024-07-30 23:02:12,2,,6,complete,,
7623,isr,routine,2024-07-30 21:22:00,2024-07-30 23:22:00,2024-07-31 01:57:27,2,,6,complete,,
7624,medevac,routine,2024-07-30 03:31:00,2024-07-30 06:31:00,2024-07-30 14:18:40,2,1,40,complete,5,
7625,isr,urgent,2024-07-30 02:58:00,2024-07-30 02:58:00,2024-07-30 04:04:48,2,,42,complete,,
7626,transport,urgent,2024-07-30 12:07:00,2024-07-30 14:07:00,2024-07-30 15:10:07,3,4,,complete,54,
7627,sar,routine,2024-07-30 07:54:00,2024-07-30 08:54:00,2024-07-30 16:01:12,3,5,47,complete,7,
7628,sar,routine,2024-07-30 08:38:00,2024-07-30 12:38:00,2024-07-30 20:15:08,3,1,13,complete,48,
7629,sar,routine,2024-07-30 14:39:00,2024-07-30 15:39:00,2024-07-30 23:24:11,3,1,32,complete,28,
7630,transport,routine,2024-07-30 20:26:00,2024-07-30 20:26:00,2024-07-30 21:35:13,3,4,2,complete,28,
7631,medevac,routine,2024-07-30 21:54:00,2024-07-30 22:54:00,2024-07-31 05:58:46,3,2,19,complete,23,
7632,medevac,routine,2024-07-30 04:29:00,2024-07-30 04:29:00,2024-07-30 09:08:54,3,5,47,complete,40,
7633,cargo,urgent,2024-07-30 04:02:00,2024-07-30 07:02:00,2024-07-30 14:49:02,3,6,47,complete,,30.8
7634,training,routine,2024-07-30 17:58:00,2024-07-30 21:58:00,2024-07-31 04:09:13,3,,47,complete,,
7635,cargo,routine,2024-07-30 19:31:00,2024-07-30 20:31:00,2024-07-30 21:31:59,3,4,24,complete,,28.1
7636,medevac,routine,2024-07-30 11:28:00,2024-07-30 13:28:00,2024-07-30 19:58:54,4,3,39,complete,31,
7637,training,routine,2024-07-30 13:47:00,2024-07-30 13:47:00,2024-07-30 21:01:24,4,,9,complete,,
7638,training,critical,2024-07-30 06:33:00,2024-07-30 06:33:00,2024-07-30 16:28:47,4,,,complete,,
7639,transport,routine,2024-07-30 02:22:00,2024-07-30 03:22:00,2024-07-30 05:08:16,4,2,9,cancelled,0,
7640,cargo,urgent,2024-07-30 09:44:00,2024-07-30 13:44:00,2024-07-30 18:15:44,4,6,17,complete,,11.7
7641,medevac,routine,2024-07-30 23:28:00,2024-07-31 03:28:00,2024-07-31 07:47:04,4,5,9,complete,57,
7642,training,routine,2024-07-30 05:49:00,2024-07-30 07:49:00,2024-07-30 14:04:20,4,,17,complete,,
7643,cargo,critical,2024-07-30 20:52:00,2024-07-30 22:52:00,2024-07-31 01:30:37,4,5,17,complete,,16.3
7644,transport,routine,2024-07-30 10:36:00,2024-07-30 14:36:00,2024-07-30 15:50:04,5,3,15,complete,0,
7645,cargo,routine,2024-07-30 23:51:00,2024-07-31 03:51:00,2024-07-31 11:10:10,5,2,43,complete,,29.8
7646,transport,routine,2024-07-30 11:31:00,2024-07-30 13:31:00,2024-07-30 23:36:41,5,2,37,complete,23,
7647,isr,routine,2024-07-30 04:35:00,2024-07-30 07:35:00,2024-07-30 16:55:43,5,,15,complete,,
7648,sar,urgent,2024-07-30 03:03:00,2024-07-30 06:03:00,2024-07-30 08:44:45,5,2,15,complete,44,
7649,medevac,routine,2024-07-30 14:14:00,2024-07-30 16:14:00,2024-07-30 23:47:43,6,1,,complete,23,
7650,transport,urgent,2024-07-30 00:41:00,2024-07-30 02:41:00,2024-07-30 06:50:26,6,3,27,complete,33,
7651,sar,routine,2024-07-30 05:56:00,2024-07-30 07:56:00,2024-07-30 15:41:33,6,3,1,complete,71,
7652,isr,urgent,2024-07-30 06:38:00,2024-07-30 07:38:00,2024-07-30 15:17:40,6,,27,complete,,
7653,transport,critical,2024-07-30 01:08:00,2024-07-30 04:08:00,2024-07-30 06:51:54,6,1,23,complete,75,
7654,sar,routine,2024-07-30 06:50:00,2024-07-30 10:50:00,2024-07-30 20:50:11,6,2,23,cancelled,40,
7655,training,routine,2024-07-30 00:30:00,2024-07-30 00:30:00,2024-07-30 04:13:12,6,,8,complete,,
7656,sar,routine,2024-07-30 15:12:00,2024-07-30 18:12:00,2024-07-30 21:37:16,6,5,11,complete,12,
7657,isr,urgent,2024-07-30 06:29:00,2024-07-30 08:29:00,2024-07-30 17:22:36,6,,27,complete,,
7658,cargo,routine,2024-07-30 17:37:00,2024-07-30 17:37:00,2024-07-30 22:32:51,6,3,27,complete,,21.7
7659,isr,routine,2024-07-30 05:21:00,2024-07-30 07:21:00,2024-07-30 18:34:05,6,,1,complete,,
7660,medevac,critical,2024-07-31 05:55:00,2024-07-31 05:55:00,2024-07-31 17:26:18,1,3,,complete,31,
7661,transport,routine,2024-07-31 20:14:00,2024-07-31 21:14:00,2024-08-01 05:46:57,1,2,20,complete,0,
7662,cargo,routine,2024-07-31 21:03:00,2024-08-01 00:03:00,2024-08-01 11:19:57,1,5,20,complete,,28.8
7663,medevac,routine,2024-07-31 16:58:00,2024-07-31 18:58:00,2024-07-31 20:44:49,1,6,20,complete,8,
7664,transport,routine,2024-07-31 18:51:00,2024-07-31 19:51:00,2024-07-31 22:45:26,1,4,5,complete,2,
7665,training,critical,2024-07-31 21:20:00,2024-07-31 21:20:00,2024-07-31 23:12:31,1,,10,complete,,
7666,training,routine,2024-07-31 14:36:00,2024-07-31 16:36:00,2024-07-31 17:49:46,2,,42,cancelled,,
7667,training,routine,2024-07-31 12:11:00,2024-07-31 13:11:00,2024-07-31 17:43:49,2,,,complete,,
7668,cargo,routine,2024-07-31 19:04:00,2024-07-31 22:04:00,2024-08-01 06:36:32,2,5,40,complete,,25.8
7669,cargo,critical,2024-07-31 07:26:00,2024-07-31 07:26:00,2024-07-31 16:08:26,2,3,42,complete,,19.4
7670,training,critical,2024-07-31 13:27:00,2024-07-31 13:27:00,2024-07-31 22:27:02,2,,6,complete,,
7671,training,urgent,2024-07-31 18:54:00,2024-07-31 22:54:00,2024-08-01 02:36:34,2,,6,complete,,
7672,cargo,routine,2024-07-31 04:58:00,2024-07-31 04:58:00,2024-07-31 11:38:09,2,4,6,complete,,18.0
7673,cargo,routine,2024-07-31 08:17:00,2024-07-31 10:17:00,2024-07-31 12:03:32,2,3,42,complete,,16.5
7674,isr,routine,2024-07-31 19:30:00,2024-07-31 23:30:00,2024-08-01 04:03:19,3,,32,complete,,
7675,transport,routine,2024-07-31 20:18:00,2024-07-31 21:18:00,2024-08-01 04:29:42,3,2,47,cancelled,14,
7676,sar,routine,2024-07-31 18:17:00,2024-07-31 22:17:00,2024-07-31 23:32:42,3,5,34,complete,73,
7677,transport,routine,2024-07-31 19:21:00,2024-07-31 23:21:00,2024-08-01 10:39:51,3,2,47,complete,7,
7678,training,routine,2024-07-31 06:40:00,2024-07-31 07:40:00,2024-07-31 17:20:16,3,,24,complete,,
7679,cargo,urgent,2024-07-31 00:20:00,2024-07-31 01:20:00,2024-07-31 10:58:34,3,6,19,cancelled,,11.3
7680,medevac,routine,2024-07-31 16:20:00,2024-07-31 19:20:00,2024-08-01 06:33:22,4,2,39,complete,28,
7681,medevac,routine,2024-07-31 17:09:00,2024-07-31 17:09:00,2024-07-31 19:27:28,4,1,17,complete,0,
7682,isr,urgent,2024-07-31 04:23:00,2024-07-31 06:23:00,2024-07-31 08:06:26,4,,,complete,,
7683,sar,urgent,2024-07-31 19:19:00,2024-07-31 20:19:00,2024-08-01 05:55:42,4,6,17,complete,52,
7684,isr,routine,2024-07-31 00:30:00,2024-07-31 00:30:00,2024-07-31 03:54:22,4,,39,complete,,
7685,medevac,routine,2024-07-31 08:09:00,2024-07-31 08:09:00,2024-07-31 13:32:36,4,3,39,cancelled,74,
7686,isr,urgent,2024-07-31 03:42:00,2024-07-31 07:42:00,2024-07-31 16:43:31,4,,35,complete,,
7687,isr,urgent,2024-07-31 10:19:00,2024-07-31 13:19:00,2024-07-31 20:06:14,4,,,complete,,
7688,transport,routine,2024-07-31 12:04:00,2024-07-31 12:04:00,2024-07-31 22:35:43,5,6,44,complete,56,
7689,cargo,urgent,2024-07-31 00:26:00,2024-07-31 00:26:00,2024-07-31 07:29:15,5,4,4,complete,,1.3
7690,medevac,routine,2024-07-31 14:55:00,2024-07-31 16:55:00,2024-07-31 19:57:30,5,3,45,cancelled,52,
7691,medevac,routine,2024-07-31 09:49:00,2024-07-31 11:49:00,2024-07-31 22:45:01,5,2,37,complete,55,
7692,isr,routine,2024-07-31 18:06:00,2024-07-31 20:06:00,2024-08-01 05:49:24,6,,29,complete,,
7693,sar,routine,2024-07-31 21:57:00,2024-07-31 21:57:00,2024-08-01 08:26:12,6,4,23,complete,64,
7694,cargo,routine,2024-07-31 05:00:00,2024-07-31 06:00:00,2024-07-31 17:53:01,6,3,3,complete,,29.7
7695,training,routine,2024-07-31 05:59:00,2024-07-31 06:59:00,2024-07-31 09:55:44,6,,23,complete,,
7696,sar,routine,2024-07-31 08:48:00,2024-07-31 08:48:00,2024-07-31 15:09:44,6,3,1,complete,73,
7697,isr,routine,2024-07-31 15:04:00,2024-07-31 19:04:00,2024-07-31 23:24:30,6,,1,complete,,
7698,sar,routine,2024-07-31 19:03:00,2024-07-31 20:03:00,2024-07-31 23:27:09,6,3,16,complete,12,
7699,medevac,routine,2024-07-31 22:30:00,2024-07-31 23:30:00,2024-08-01 08:32:35,6,4,23,complete,57,
7700,medevac,routine,2024-07-31 15:55:00,2024-07-31 18:55:00,2024-08-01 03:26:12,6,3,25,cancelled,64,
7701,training,routine,2024-07-31 00:50:00,2024-07-31 00:50:00,2024-07-31 09:37:03,6,,11,complete,,
7702,sar,routine,2024-07-31 16:28:00,2024-07-31 20:28:00,2024-08-01 05:50:38,6,1,11,complete,50,
7703,cargo,urgent,2024-08-01 11:04:00,2024-08-01 13:04:00,2024-08-01 23:17:34,1,4,20,complete,,24.9
7704,medevac,critical,2024-08-01 02:44:00,2024-08-01 06:44:00,2024-08-01 17:33:09,1,3,41,complete,80,
7705,cargo,routine,2024-08-01 02:29:00,2024-08-01 05:29:00,2024-08-01 14:09:27,1,2,41,complete,,33.7
7706,sar,routine,2024-08-01 14:37:00,2024-08-01 16:37:00,2024-08-01 22:03:53,1,5,5,complete,71,
7707,training,urgent,2024-08-01 02:45:00,2024-08-01 05:45:00,2024-08-01 12:07:54,1,,10,complete,,
7708,isr,critical,2024-08-01 11:53:00,2024-08-01 14:53:00,2024-08-01 19:50:34,1,,5,complete,,
7709,training,urgent,2024-08-01 16:11:00,2024-08-01 18:11:00,2024-08-02 05:31:14,2,,42,complete,,
7710,medevac,critical,2024-08-01 03:11:00,2024-08-01 07:11:00,2024-08-01 15:44:03,2,1,6,complete,34,
7711,transport,routine,2024-08-01 05:24:00,2024-08-01 07:24:00,2024-08-01 08:47:02,2,5,40,complete,38,
7712,transport,critical,2024-08-01 08:27:00,2024-08-01 10:27:00,2024-08-01 13:01:26,2,1,6,complete,33,
7713,isr,routine,2024-08-01 02:40:00,2024-08-01 03:40:00,2024-08-01 10:59:29,2,,6,complete,,
7714,medevac,routine,2024-08-01 08:28:00,2024-08-01 09:28:00,2024-08-01 16:46:07,2,1,42,complete,28,
7715,medevac,routine,2024-08-01 02:13:00,2024-08-01 06:13:00,2024-08-01 16:43:20,2,1,6,cancelled,10,
7716,transport,urgent,2024-08-01 13:06:00,2024-08-01 15:06:00,2024-08-01 22:10:59,2,3,42,complete,44,
7717,transport,routine,2024-08-01 22:18:00,2024-08-01 23:18:00,2024-08-02 02:01:51,2,6,40,complete,42,
7718,transport,urgent,2024-08-01 15:01:00,2024-08-01 16:01:00,2024-08-01 20:13:17,3,2,34,complete,79,
7719,training,urgent,2024-08-01 08:52:00,2024-08-01 12:52:00,2024-08-01 17:55:50,4,,9,complete,,
7720,training,routine,2024-08-01 16:54:00,2024-08-01 16:54:00,2024-08-02 00:04:25,4,,35,complete,,
7721,training,urgent,2024-08-01 04:37:00,2024-08-01 07:37:00,2024-08-01 13:22:10,4,,35,complete,,
7722,sar,routine,2024-08-01 18:09:00,2024-08-01 21:09:00,2024-08-01 22:52:24,4,5,9,complete,45,
7723,transport,routine,2024-08-01 14:44:00,2024-08-01 16:44:00,2024-08-01 19:30:05,4,5,17,complete,6,
7724,medevac,routine,2024-08-01 04:32:00,2024-08-01 04:32:00,2024-08-01 06:43:28,4,1,9,complete,12,
7725,training,routine,2024-08-01 22:57:00,2024-08-02 01:57:00,2024-08-02 08:56:08,4,,,complete,,
7726,isr,routine,2024-08-01 23:43:00,2024-08-02 02:43:00,2024-08-02 11:43:37,5,,7,complete,,
7727,training,critical,2024-08-01 01:40:00,2024-08-01 01:40:00,2024-08-01 07:14:43,5,,45,complete,,
7728,cargo,routine,2024-08-01 01:53:00,2024-08-01 04:53:00,2024-08-01 11:08:56,5,6,7,complete,,26.3
7729,training,routine,2024-08-01 02:43:00,2024-08-01 05:43:00,2024-08-01 10:56:55,5,,37,complete,,
7730,training,routine,2024-08-01 20:51:00,2024-08-01 22:51:00,2024-08-02 02:46:25,5,,37,complete,,
7731,isr,routine,2024-08-01 09:54:00,2024-08-01 11:54:00,2024-08-01 15:20:36,5,,44,complete,,
7732,transport,routine,2024-08-01 05:31:00,2024-08-01 08:31:00,2024-08-01 14:09:14,6,1,23,cancelled,30,
7733,cargo,routine,2024-08-01 02:44:00,2024-08-01 05:44:00,2024-08-01 15:51:39,6,2,16,cancelled,,36.4
7734,cargo,routine,2024-08-01 17:26:00,2024-08-01 21:26:00,2024-08-02 02:30:20,6,4,3,complete,,15.6
7735,isr,routine,2024-08-01 13:47:00,2024-08-01 17:47:00,2024-08-02 00:11:26,6,,23,complete,,
7736,cargo,routine,2024-08-01 05:27:00,2024-08-01 06:27:00,2024-08-01 10:46:48,6,4,29,complete,,7.3
7737,isr,routine,2024-08-01 20:30:00,2024-08-01 20:30:00,2024-08-02 07:31:17,6,,29,complete,,
7738,isr,routine,2024-08-01 15:58:00,2024-08-01 16:58:00,2024-08-01 21:34:08,6,,8,cancelled,,
7739,training,routine,2024-08-01 20:16:00,2024-08-01 20:16:00,2024-08-02 05:04:01,6,,3,complete,,
7740,transport,routine,2024-08-01 11:40:00,2024-08-01 13:40:00,2024-08-01 19:48:39,6,3,3,complete,8,
7741,medevac,routine,2024-08-02 22:11:00,2024-08-02 22:11:00,2024-08-02 23:27:11,1,5,10,complete,78,
7742,medevac,routine,2024-08-02 19:44:00,2024-08-02 22:44:00,2024-08-03 08:17:27,1,6,10,cancelled,69,
7743,cargo,routine,2024-08-02 05:15:00,2024-08-02 07:15:00,2024-08-02 17:45:19,1,3,20,complete,,27.3
7744,sar,routine,2024-08-02 20:33:00,2024-08-02 22:33:00,2024-08-03 03:51:14,1,6,48,complete,74,
7745,cargo,routine,2024-08-02 10:20:00,2024-08-02 12:20:00,2024-08-02 18:07:31,1,6,5,complete,,24.3
7746,transport,routine,2024-08-02 03:54:00,2024-08-02 03:54:00,2024-08-02 08:05:35,2,4,40,complete,17,
7747,isr,critical,2024-08-02 16:37:00,2024-08-02 20:37:00,2024-08-02 23:55:03,2,,40,complete,,
7748,isr,routine,2024-08-02 17:50:00,2024-08-02 19:50:00,2024-08-02 22:56:53,2,,40,complete,,
7749,isr,routine,2024-08-02 16:47:00,2024-08-02 18:47:00,2024-08-03 03:56:09,2,,6,complete,,
7750,training,routine,2024-08-02 04:31:00,2024-08-02 07:31:00,2024-08-02 16:42:46,3,,,complete,,
7751,cargo,critical,2024-08-02 01:33:00,2024-08-02 04:33:00,2024-08-02 12:10:00,3,4,32,complete,,19.0
7752,training,routine,2024-08-02 14:47:00,2024-08-02 16:47:00,2024-08-02 19:25:14,3,,34,complete,,
7753,medevac,critical,2024-08-02 20:02:00,2024-08-02 20:02:00,2024-08-02 22:15:10,3,5,19,complete,67,
7754,medevac,urgent,2024-08-02 04:05:00,2024-08-02 04:05:00,2024-08-02 12:14:24,3,6,34,complete,46,
7755,sar,urgent,2024-08-02 17:06:00,2024-08-02 20:06:00,2024-08-03 07:45:04,3,5,24,complete,32,
7756,medevac,routine,2024-08-02 03:29:00,2024-08-02 06:29:00,2024-08-02 07:46:09,3,5,2,complete,6,
7757,transport,urgent,2024-08-02 01:43:00,2024-08-02 01:43:00,2024-08-02 09:18:37,4,2,39,complete,29,
7758,sar,urgent,2024-08-02 23:21:00,2024-08-02 23:21:00,2024-08-03 10:10:02,4,6,39,complete,27,
7759,training,routine,2024-08-02 22:44:00,2024-08-03 02:44:00,2024-08-03 04:20:40,4,,39,complete,,
7760,isr,routine,2024-08-02 12:30:00,2024-08-02 12:30:00,2024-08-02 15:33:14,4,,17,complete,,
7761,isr,routine,2024-08-02 01:32:00,2024-08-02 02:32:00,2024-08-02 12:27:05,4,,39,complete,,
7762,medevac,routine,2024-08-02 23:31:00,2024-08-03 03:31:00,2024-08-03 09:34:42,4,3,9,complete,60,
7763,training,routine,2024-08-02 08:53:00,2024-08-02 12:53:00,2024-08-02 21:28:58,4,,35,complete,,
7764,isr,critical,2024-08-02 17:56:00,2024-08-02 21:56:00,2024-08-03 03:07:29,4,,35,complete,,
7765,training,routine,2024-08-02 05:00:00,2024-08-02 09:00:00,2024-08-02 14:52:33,4,,,complete,,
7766,transport,routine,2024-08-02 18:26:00,2024-08-02 19:26:00,2024-08-03 03:59:03,5,3,43,complete,33,
7767,medevac,urgent,2024-08-02 04:34:00,2024-08-02 05:34:00,2024-08-02 09:43:46,5,2,7,cancelled,60,
7768,cargo,routine,2024-08-02 16:23:00,2024-08-02 19:23:00,2024-08-03 00:18:09,5,3,44,cancelled,,2.6
7769,transport,routine,2024-08-02 17:50:00,2024-08-02 21:50:00,2024-08-03 01:22:14,5,2,44,complete,50,
7770,training,critical,2024-08-02 19:32:00,2024-08-02 21:32:00,2024-08-03 04:17:30,5,,26,complete,,
7771,training,routine,2024-08-02 03:11:00,2024-08-02 05:11:00,2024-08-02 11:28:24,6,,23,complete,,
7772,isr,urgent,2024-08-02 20:03:00,2024-08-02 23:03:00,2024-08-03 09:27:44,6,,25,complete,,
7773,cargo,routine,2024-08-02 08:11:00,2024-08-02 08:11:00,2024-08-02 17:41:48,6,1,23,complete,,25.1
7774,transport,routine,2024-08-02 17:36:00,2024-08-02 19:36:00,2024-08-03 02:56:36,6,4,27,complete,43,
7775,cargo,routine,2024-08-02 16:08:00,2024-08-02 16:08:00,2024-08-02 22:08:56,6,4,11,complete,,9.6
7776,sar,urgent,2024-08-02 22:35:00,2024-08-02 22:35:00,2024-08-02 23:42:54,6,3,25,complete,17,
7777,medevac,routine,2024-08-02 17:05:00,2024-08-02 19:05:00,2024-08-03 02:49:25,6,1,8,complete,41,
7778,transport,routine,2024-08-02 15:16:00,2024-08-02 15:16:00,2024-08-02 23:57:53,6,1,25,complete,36,
7779,cargo,critical,2024-08-02 09:04:00,2024-08-02 09:04:00,2024-08-02 16:29:19,6,2,3,complete,,28.7
7780,medevac,routine,2024-08-02 22:55:00,2024-08-02 23:55:00,2024-08-03 03:49:28,6,1,25,complete,10,
7781,medevac,routine,2024-08-02 18:23:00,2024-08-02 19:23:00,2024-08-02 22:26:31,6,3,11,cancelled,14,
7782,cargo,routine,2024-08-03 19:56:00,2024-08-03 23:56:00,2024-08-04 05:30:00,1,2,10,cancelled,,36.2
7783,sar,routine,2024-08-03 17:05:00,2024-08-03 19:05:00,2024-08-03 23:19:32,1,5,20,complete,31,
7784,medevac,routine,2024-08-03 12:03:00,2024-08-03 13:03:00,2024-08-03 16:26:19,1,3,20,complete,21,
7785,isr,urgent,2024-08-03 09:58:00,2024-08-03 12:58:00,2024-08-04 00:24:48,1,,22,complete,,
7786,training,critical,2024-08-03 02:35:00,2024-08-03 04:35:00,2024-08-03 09:28:51,2,,40,complete,,
7787,training,routine,2024-08-03 23:37:00,2024-08-04 02:37:00,2024-08-04 13:22:53,2,,42,complete,,
7788,sar,critical,2024-08-03 20:56:00,2024-08-03 22:56:00,2024-08-04 01:02:04,2,1,42,complete,53,
7789,training,routine,2024-08-03 06:27:00,2024-08-03 10:27:00,2024-08-03 13:52:18,2,,42,complete,,
7790,transport,urgent,2024-08-03 05:01:00,2024-08-03 06:01:00,2024-08-03 07:34:53,2,6,40,complete,20,
7791,cargo,routine,2024-08-03 07:56:00,2024-08-03 11:56:00,2024-08-03 22:15:33,3,4,13,complete,,23.5
7792,medevac,routine,2024-08-03 21:42:00,2024-08-03 23:42:00,2024-08-04 07:01:22,3,2,24,complete,41,
7793,transport,urgent,2024-08-03 15:47:00,2024-08-03 15:47:00,2024-08-03 17:16:18,3,2,24,complete,59,
7794,training,routine,2024-08-03 22:57:00,2024-08-03 22:57:00,2024-08-04 09:33:56,3,,34,complete,,
7795,cargo,critical,2024-08-03 23:17:00,2024-08-03 23:17:00,2024-08-04 02:47:21,3,1,2,complete,,18.7
7796,transport,routine,2024-08-03 13:39:00,2024-08-03 13:39:00,2024-08-03 17:41:32,3,1,2,complete,64,
7797,sar,routine,2024-08-03 02:38:00,2024-08-03 06:38:00,2024-08-03 16:32:37,4,3,17,complete,48,
7798,medevac,urgent,2024-08-03 16:20:00,2024-08-03 16:20:00,2024-08-03 18:05:39,4,3,9,cancelled,53,
7799,transport,routine,2024-08-03 19:39:00,2024-08-03 21:39:00,2024-08-04 09:01:23,4,1,9,complete,42,
7800,training,routine,2024-08-03 08:14:00,2024-08-03 08:14:00,2024-08-03 12:57:13,4,,17,complete,,
7801,sar,routine,2024-08-03 19:08:00,2024-08-03 23:08:00,2024-08-04 07:14:29,4,1,17,complete,26,
7802,isr,urgent,2024-08-03 08:57:00,2024-08-03 11:57:00,2024-08-03 22:02:07,4,,17,complete,,
7803,training,routine,2024-08-03 03:57:00,2024-08-03 07:57:00,2024-08-03 17:20:27,4,,39,complete,,
7804,cargo,routine,2024-08-03 23:59:00,2024-08-04 00:59:00,2024-08-04 02:02:36,4,2,39,complete,,5.4
7805,training,routine,2024-08-03 00:56:00,2024-08-03 01:56:00,2024-08-03 10:14:37,5,,4,complete,,
7806,transport,routine,2024-08-03 21:59:00,2024-08-04 00:59:00,2024-08-04 06:37:49,5,4,44,cancelled,62,
7807,medevac,routine,2024-08-03 07:10:00,2024-08-03 11:10:00,2024-08-03 13:24:32,5,4,43,complete,49,
7808,isr,urgent,2024-08-03 03:16:00,2024-08-03 07:16:00,2024-08-03 10:25:28,5,,37,complete,,
7809,transport,urgent,2024-08-03 17:11:00,2024-08-03 19:11:00,2024-08-04 06:37:26,5,6,,complete,74,
7810,medevac,routine,2024-08-03 06:24:00,2024-08-03 08:24:00,2024-08-03 19:59:59,6,5,16,complete,54,
7811,medevac,routine,2024-08-03 17:03:00,2024-08-03 19:03:00,2024-08-04 04:33:23,6,1,23,complete,50,
7812,training,urgent,2024-08-03 11:04:00,2024-08-03 13:04:00,2024-08-03 19:09:37,6,,25,complete,,
7813,sar,routine,2024-08-03 04:33:00,2024-08-03 08:33:00,2024-08-03 11:46:45,6,2,1,complete,73,
7814,transport,routine,2024-08-03 10:20:00,2024-08-03 10:20:00,2024-08-03 16:33:42,6,5,16,complete,21,
7815,sar,urgent,2024-08-03 06:45:00,2024-08-03 09:45:00,2024-08-03 21:23:53,6,2,1,complete,34,
