event_id,aircraft_id,base_id,event_type,category,started_at,completed_at,aircraft_hours_at_event,next_due_hours,next_due_date,grounded_days,description
220,8,6,unscheduled,landing_gear,2025-08-23 13:46:00,2025-08-23 18:46:00,3807.9,,,3,unscheduled landing_gear repair
221,8,6,unscheduled,hydraulic,2025-10-10 19:52:00,2025-10-13 06:52:00,4088.6,,,0,unscheduled hydraulic repair
222,8,6,unscheduled,airframe,2025-11-22 09:08:19,2025-11-25 02:08:19,4327.3,,,0,unscheduled airframe repair
223,8,6,inspection,avionics,2025-12-23 08:44:00,2025-12-23 16:44:00,4416.1,,2026-06-21,0,scheduled avionics check
224,9,4,unscheduled,avionics,2024-01-02 10:49:00,2024-01-05 02:49:00,6.5,,,1,unscheduled avionics repair
225,9,4,unscheduled,landing_gear,2024-01-12 13:52:56,2024-01-12 22:52:56,58.3,,,1,unscheduled landing_gear repair
226,9,4,unscheduled,engine,2024-01-16 00:11:00,2024-01-16 11:11:00,94.2,,,0,unscheduled engine repair
227,9,4,unscheduled,avionics,2024-03-06 19:36:00,2024-03-08 00:36:00,427.0,,,2,unscheduled avionics repair
228,9,4,unscheduled,landing_gear,2024-03-12 12:34:00,2024-03-13 02:34:00,471.2,,,2,unscheduled landing_gear repair
229,9,4,unscheduled,landing_gear,2024-03-19 20:12:36,2024-03-20 02:12:36,508.4,,,3,unscheduled landing_gear repair
230,9,4,unscheduled,landing_gear,2024-03-30 05:47:00,2024-04-03 04:47:00,646.1,,,2,unscheduled landing_gear repair
231,9,4,unscheduled,engine,2024-04-08 15:04:00,2024-04-09 04:04:00,722.3,,,2,unscheduled engine repair
232,9,4,unscheduled,airframe,2024-05-23 19:30:00,2024-05-26 19:30:00,1269.7,,,5,unscheduled airframe repair
233,9,4,scheduled,engine,2024-06-13 21:26:29,2024-06-14 12:26:29,1500.5,3000.5,2024-12-10,1,scheduled engine service
234,9,4,unscheduled,airframe,2024-06-18 21:51:00,2024-06-19 06:51:00,1587.6,,,10,unscheduled airframe repair
235,9,4,inspection,avionics,2024-06-29 05:20:00,2024-06-29 11:20:00,1679.9,,2024-12-26,0,scheduled avionics check
236,9,4,unscheduled,avionics,2024-07-23 16:45:00,2024-07-24 19:45:00,2035.0,,,2,unscheduled avionics repair
237,9,4,unscheduled,hydraulic,2024-08-03 23:33:12,2024-08-05 01:33:12,2183.8,,,5,unscheduled hydraulic repair
238,9,4,unscheduled,avionics,2024-08-05 14:16:00,2024-08-06 03:16:00,2210.5,,,10,unscheduled avionics repair
239,9,4,unscheduled,engine,2024-08-09 10:47:00,2024-08-13 10:47:00,2229.6,,,1,unscheduled engine repair
240,9,4,unscheduled,avionics,2024-08-11 09:03:00,2024-08-12 08:03:00,2244.1,,,10,unscheduled avionics repair
241,9,4,unscheduled,engine,2024-09-15 15:45:43,2024-09-17 03:45:43,2646.0,,,2,unscheduled engine repair
242,9,4,unscheduled,engine,2024-10-17 08:50:00,2024-10-21 05:50:00,2963.6,,,3,unscheduled engine repair
243,9,4,scheduled,engine,2024-10-22 04:47:00,2024-10-23 09:47:00,3003.9,4503.9,2025-04-20,1,scheduled engine service
244,9,4,inspection,airframe,2024-10-21 20:47:00,2024-10-22 10:47:00,3003.9,6003.9,,0,scheduled airframe inspection
245,9,4,unscheduled,avionics,2024-10-30 22:49:00,2024-11-02 09:49:00,3082.7,,,10,unscheduled avionics repair
246,9,4,inspection,avionics,2024-12-26 05:35:00,2024-12-26 16:35:00,3531.7,,2025-06-24,0,scheduled avionics check
247,9,4,unscheduled,avionics,2025-03-04 11:16:00,2025-03-05 22:16:00,4030.9,,,3,unscheduled avionics repair
248,9,4,unscheduled,engine,2025-03-19 21:17:17,2025-03-23 13:17:17,4258.7,,,2,unscheduled engine repair
249,9,4,unscheduled,airframe,2025-04-12 00:10:00,2025-04-15 01:10:00,4492.5,,,2,unscheduled airframe repair
250,9,4,scheduled,engine,2025-04-12 22:30:23,2025-04-14 04:30:23,4503.9,6003.9,2025-10-09,1,scheduled engine service
251,9,4,unscheduled,avionics,2025-04-23 01:08:00,2025-04-23 21:08:00,4594.1,,,10,unscheduled avionics repair
252,9,4,unscheduled,airframe,2025-04-28 09:58:33,2025-04-30 00:58:33,4639.6,,,3,unscheduled airframe repair
253,9,4,unscheduled,hydraulic,2025-05-01 17:01:06,2025-05-05 06:01:06,4719.8,,,2,unscheduled hydraulic repair
254,9,4,unscheduled,engine,2025-05-13 01:30:00,2025-05-15 10:30:00,4856.5,,,1,unscheduled engine repair
255,9,4,unscheduled,landing_gear,2025-05-26 13:54:00,2025-05-28 10:54:00,5019.9,,,10,unscheduled landing_gear repair
256,9,4,unscheduled,landing_gear,2025-05-29 08:48:00,2025-06-01 08:48:00,5075.2,,,10,unscheduled landing_gear repair
257,9,4,inspection,avionics,2025-06-24 02:42:00,2025-06-24 14:42:00,5461.4,,2025-12-21,0,scheduled avionics check
258,9,4,unscheduled,avionics,2025-07-21 04:18:00,2025-07-24 06:18:00,5796.4,,,3,unscheduled avionics repair
259,9,4,unscheduled,airframe,2025-07-22 18:13:00,2025-07-25 22:13:00,5832.5,,,3,unscheduled airframe repair
260,9,4,scheduled,engine,2025-07-31 15:29:00,2025-08-01 18:29:00,6004.0,7504.0,2026-01-27,1,scheduled engine service
261,9,4,inspection,airframe,2025-08-01 02:29:00,2025-08-01 11:29:00,6004.0,9004.0,,1,scheduled airframe inspection
262,9,4,unscheduled,avionics,2025-08-11 10:55:00,2025-08-12 01:55:00,6162.9,,,3,unscheduled avionics repair
263,9,4,unscheduled,avionics,2025-08-14 20:05:00,2025-08-15 16:05:00,6215.7,,,10,unscheduled avionics repair
264,9,4,unscheduled,landing_gear,2025-08-15 03:33:00,2025-08-15 11:33:00,6227.2,,,2,unscheduled landing_gear repair
265,9,4,unscheduled,avionics,2025-08-25 05:13:00,2025-08-26 06:13:00,6332.1,,,5,unscheduled avionics repair
266,9,4,unscheduled,avionics,2025-08-26 18:45:06,2025-08-30 09:45:06,6348.1,,,1,unscheduled avionics repair
267,9,4,unscheduled,landing_gear,2025-09-15 13:55:47,2025-09-16 18:55:47,6595.3,,,20,unscheduled landing_gear repair
268,9,4,unscheduled,airframe,2025-09-17 13:59:00,2025-09-17 20:59:00,6636.7,,,3,unscheduled airframe repair
269,9,4,unscheduled,hydraulic,2025-09-18 04:28:37,2025-09-19 13:28:37,6660.6,,,5,unscheduled hydraulic repair
270,9,4,unscheduled,landing_gear,2025-10-17 14:59:59,2025-10-18 11:59:59,6971.4,,,1,unscheduled landing_gear repair
271,9,4,unscheduled,landing_gear,2025-10-28 08:56:00,2025-10-29 02:56:00,7087.9,,,1,unscheduled landing_gear repair
272,9,4,unscheduled,hydraulic,2025-12-07 18:10:00,2025-12-10 11:10:00,7425.8,,,5,unscheduled hydraulic repair
273,9,4,inspection,avionics,2025-12-23 08:35:00,2025-12-23 11:35:00,7453.2,,2026-06-21,0,scheduled avionics check
274,9,4,unscheduled,airframe,2025-12-28 04:15:00,2025-12-29 22:15:00,7503.5,,,3,unscheduled airframe repair
275,9,4,scheduled,engine,2025-12-30 06:49:00,,7509.6,9009.6,2026-06-28,2,scheduled engine service
276,10,1,unscheduled,airframe,2024-03-06 17:37:00,2024-03-08 11:37:00,385.2,,,2,unscheduled airframe repair
277,10,1,unscheduled,hydraulic,2024-03-09 10:40:00,2024-03-09 20:40:00,413.9,,,20,unscheduled hydraulic repair
278,10,1,unscheduled,airframe,2024-03-26 09:26:00,2024-03-28 07:26:00,523.7,,,5,unscheduled airframe repair
279,10,1,unscheduled,avionics,2024-03-28 21:19:00,2024-03-31 17:19:00,546.7,,,2,unscheduled avionics repair
280,10,1,unscheduled,engine,2024-05-27 01:58:00,2024-05-28 19:58:00,812.6,,,20,unscheduled engine repair
281,10,1,inspection,avionics,2024-06-29 12:41:44,2024-06-29 15:41:44,960.7,,2024-12-26,0,scheduled avionics check
282,10,1,scheduled,engine,2024-10-13 13:52:00,2024-10-13 23:52:00,1500.5,3000.5,2025-04-11,1,scheduled engine service
283,10,1,unscheduled,airframe,2024-11-12 12:06:00,2024-11-13 20:06:00,1647.3,,,0,unscheduled airframe repair
284,10,1,unscheduled,hydraulic,2024-11-27 08:25:00,2024-11-30 08:25:00,1811.7,,,3,unscheduled hydraulic repair
285,10,1,inspection,avionics,2024-12-27 06:06:00,2024-12-27 15:06:00,1976.3,,2025-06-25,0,scheduled avionics check
286,10,1,unscheduled,engine,2025-03-03 12:41:00,2025-03-07 03:41:00,2433.1,,,0,unscheduled engine repair
287,10,1,scheduled,engine,2025-06-15 17:51:00,2025-06-16 08:51:00,3001.9,4501.9,2025-12-12,2,scheduled engine service
288,10,1,inspection,airframe,2025-06-15 18:51:00,2025-06-16 17:51:00,3001.9,6001.9,,0,scheduled airframe inspection
289,10,1,unscheduled,hydraulic,2025-06-18 12:40:26,2025-06-19 00:40:26,3040.8,,,3,unscheduled hydraulic repair
290,10,1,unscheduled,hydraulic,2025-06-23 20:58:00,2025-06-24 06:58:00,3063.0,,,1,unscheduled hydraulic repair
291,10,1,unscheduled,airframe,2025-06-24 13:01:00,2025-06-26 07:01:00,3071.0,,,5,unscheduled airframe repair
292,10,1,inspection,avionics,2025-06-27 17:32:00,2025-06-27 19:32:00,3073.4,,2025-12-24,0,scheduled avionics check
293,10,1,unscheduled,hydraulic,2025-07-11 06:20:00,2025-07-14 17:20:00,3183.0,,,2,unscheduled hydraulic repair
294,10,1,inspection,avionics,2025-12-25 23:54:00,2025-12-26 04:54:00,3949.6,,2026-06-23,0,scheduled avionics check
295,11,6,unscheduled,avionics,2024-01-23 12:59:30,2024-01-25 12:59:30,66.6,,,2,unscheduled avionics repair
296,11,6,unscheduled,landing_gear,2024-02-07 07:26:00,2024-02-10 20:26:00,148.1,,,3,unscheduled landing_gear repair
297,11,6,unscheduled,hydraulic,2024-02-28 09:17:00,2024-03-02 07:17:00,238.7,,,3,unscheduled hydraulic repair
298,11,6,unscheduled,engine,2024-05-31 20:07:00,2024-06-04 06:07:00,599.4,,,10,unscheduled engine repair
299,11,6,unscheduled,airframe,2024-06-11 22:01:00,2024-06-14 07:01:00,702.6,,,5,unscheduled airframe repair
300,11,6,unscheduled,engine,2024-06-21 14:03:00,2024-06-22 01:03:00,814.9,,,3,unscheduled engine repair
301,11,6,inspection,avionics,2024-06-29 09:25:00,2024-06-29 21:25:00,854.9,,2024-12-26,0,scheduled avionics check
302,11,6,unscheduled,engine,2024-07-21 03:37:00,2024-07-22 13:37:00,1055.1,,,2,unscheduled engine repair
303,11,6,unscheduled,airframe,2024-08-05 19:22:00,2024-08-07 05:22:00,1154.8,,,3,unscheduled airframe repair
304,11,6,scheduled,engine,2024-08-09 08:00:39,2024-08-09 18:00:39,1201.0,2401.0,2025-02-05,5,scheduled engine service
305,11,6,unscheduled,hydraulic,2024-08-19 10:59:00,2024-08-21 17:59:00,1270.0,,,3,unscheduled hydraulic repair
306,11,6,unscheduled,avionics,2024-08-28 00:09:07,2024-08-29 17:09:07,1314.0,,,3,unscheduled avionics repair
307,11,6,unscheduled,avionics,2024-09-01 00:26:36,2024-09-02 13:26:36,1369.1,,,0,unscheduled avionics repair
308,11,6,unscheduled,landing_gear,2024-09-05 05:09:20,2024-09-07 09:09:20,1397.9,,,3,unscheduled landing_gear repair
309,11,6,unscheduled,airframe,2024-09-05 15:10:00,2024-09-09 02:10:00,1416.1,,,20,unscheduled airframe repair
310,11,6,unscheduled,airframe,2024-09-16 20:21:00,2024-09-19 06:21:00,1485.4,,,2,unscheduled airframe repair
311,11,6,unscheduled,engine,2024-12-21 14:58:00,2024-12-24 07:58:00,1931.2,,,20,unscheduled engine repair
312,11,6,unscheduled,hydraulic,2024-12-24 07:49:00,2024-12-25 14:49:00,1936.6,,,3,unscheduled hydraulic repair
313,11,6,inspection,avionics,2024-12-28 23:00:00,2024-12-29 10:00:00,1946.4,,2025-06-26,0,scheduled avionics check
314,11,6,unscheduled,avionics,2025-01-03 10:54:00,2025-01-07 03:54:00,1970.9,,,10,unscheduled avionics repair
315,11,6,unscheduled,hydraulic,2025-02-04 01:48:00,2025-02-04 07:48:00,2089.1,,,3,unscheduled hydraulic repair
316,11,6,unscheduled,airframe,2025-03-18 21:04:06,2025-03-20 19:04:06,2289.3,,,0,unscheduled airframe repair
317,11,6,scheduled,engine,2025-04-05 04:10:36,2025-04-05 18:10:36,2401.3,3601.3,2025-10-02,3,scheduled engine service
318,11,6,inspection,airframe,2025-04-05 18:10:36,2025-04-06 14:10:36,2401.3,4801.3,,2,scheduled airframe inspection
319,11,6,unscheduled,landing_gear,2025-04-17 13:45:00,2025-04-20 15:45:00,2460.2,,,10,unscheduled landing_gear repair
320,11,6,unscheduled,avionics,2025-04-21 12:12:00,2025-04-22 18:12:00,2472.3,,,10,unscheduled avionics repair
321,11,6,unscheduled,avionics,2025-04-29 19:21:00,2025-05-02 14:21:00,2506.6,,,2,unscheduled avionics repair
322,11,6,inspection,avionics,2025-06-27 10:57:00,2025-06-27 12:57:00,2921.3,,2025-12-24,0,scheduled avionics check
323,11,6,unscheduled,airframe,2025-08-27 18:31:00,2025-08-28 05:31:00,3363.3,,,20,unscheduled airframe repair
324,11,6,unscheduled,hydraulic,2025-08-28 13:34:59,2025-08-28 23:34:59,3373.1,,,1,unscheduled hydraulic repair
325,11,6,unscheduled,hydraulic,2025-09-01 09:01:51,2025-09-04 09:01:51,3419.7,,,0,unscheduled hydraulic repair
326,11,6,unscheduled,engine,2025-09-22 00:52:00,2025-09-23 07:52:00,3572.5,,,5,unscheduled engine repair
327,11,6,scheduled,engine,2025-09-25 13:52:05,2025-09-26 07:52:05,3606.3,4806.3,2026-03-24,2,scheduled engine service
328,11,6,unscheduled,landing_gear,2025-09-29 11:21:32,2025-10-02 16:21:32,3658.4,,,1,unscheduled landing_gear repair
329,11,6,unscheduled,engine,2025-11-02 19:53:00,2025-11-06 19:53:00,3818.8,,,1,unscheduled engine repair
330,11,6,unscheduled,airframe,2025-11-09 22:39:00,2025-11-10 15:39:00,3847.8,,,5,unscheduled airframe repair
331,13,3,unscheduled,engine,2024-01-31 22:15:00,2024-02-01 11:15:00,80.0,,,0,unscheduled engine repair
332,13,3,unscheduled,hydraulic,2024-02-18 08:53:00,2024-02-22 00:53:00,147.2,,,2,unscheduled hydraulic repair
333,13,3,unscheduled,hydraulic,2024-03-19 02:39:00,2024-03-22 12:39:00,268.6,,,3,unscheduled hydraulic repair
334,13,3,unscheduled,avionics,2024-04-22 14:15:00,2024-04-23 19:15:00,365.4,,,5,unscheduled avionics repair
335,13,3,unscheduled,hydraulic,2024-05-28 20:22:00,2024-05-29 21:22:00,572.0,,,20,unscheduled hydraulic repair
336,13,3,unscheduled,hydraulic,2024-06-26 02:18:00,2024-06-28 15:18:00,647.2,,,1,unscheduled hydraulic repair
337,13,3,inspection,avionics,2024-06-30 19:48:00,2024-07-01 05:48:00,665.9,,2024-12-27,0,scheduled avionics check
338,13,3,unscheduled,hydraulic,2024-08-15 15:08:00,2024-08-19 13:08:00,890.6,,,0,unscheduled hydraulic repair
339,13,3,scheduled,engine,2024-10-29 10:51:15,2024-10-30 14:51:15,1200.8,2400.8,2025-04-27,1,scheduled engine service
340,13,3,unscheduled,engine,2024-12-02 19:31:00,2024-12-04 20:31:00,1313.2,,,5,unscheduled engine repair
341,13,3,unscheduled,hydraulic,2024-12-23 18:27:00,2024-12-26 23:27:00,1346.3,,,2,unscheduled hydraulic repair
342,13,3,inspection,avionics,2024-12-27 20:54:00,2024-12-28 07:54:00,1352.4,,2025-06-25,0,scheduled avionics check
343,13,3,unscheduled,engine,2025-01-27 12:09:00,2025-01-30 05:09:00,1457.6,,,2,unscheduled engine repair
344,13,3,unscheduled,avionics,2025-02-06 15:05:00,2025-02-07 10:05:00,1485.6,,,3,unscheduled avionics repair
345,13,3,unscheduled,avionics,2025-04-08 11:08:00,2025-04-11 21:08:00,1837.1,,,3,unscheduled avionics repair
346,13,3,unscheduled,engine,2025-05-01 09:57:35,2025-05-02 23:57:35,1954.8,,,2,unscheduled engine repair
347,13,3,unscheduled,engine,2025-06-20 20:06:36,2025-06-24 18:06:36,2142.7,,,0,unscheduled engine repair
348,13,3,inspection,avionics,2025-06-28 07:55:00,2025-06-28 19:55:00,2177.2,,2025-12-25,0,scheduled avionics check
349,13,3,unscheduled,hydraulic,2025-07-16 23:25:26,2025-07-19 13:25:26,2248.4,,,10,unscheduled hydraulic repair
350,13,3,scheduled,engine,2025-08-14 15:04:00,2025-08-15 21:04:00,2403.3,3603.3,2026-02-10,1,scheduled engine service
351,13,3,inspection,airframe,2025-08-15 11:04:00,2025-08-16 04:04:00,2403.3,4803.3,,1,scheduled airframe inspection
352,13,3,unscheduled,hydraulic,2025-08-29 06:38:00,2025-08-30 17:38:00,2450.9,,,5,unscheduled hydraulic repair
353,13,3,unscheduled,avionics,2025-09-21 15:39:23,2025-09-23 01:39:23,2602.0,,,2,unscheduled avionics repair
354,13,3,unscheduled,landing_gear,2025-10-12 15:58:20,2025-10-14 20:58:20,2715.8,,,0,unscheduled landing_gear repair
355,13,3,inspection,avionics,2025-12-26 16:01:00,2025-12-27 01:01:00,2971.5,,2026-06-24,0,scheduled avionics check
356,15,5,unscheduled,avionics,2024-01-25 16:31:00,2024-01-28 11:31:00,114.8,,,3,unscheduled avionics repair
357,15,5,unscheduled,airframe,2024-01-26 13:33:32,2024-01-30 06:33:32,123.3,,,2,unscheduled airframe repair
358,15,5,unscheduled,airframe,2024-03-17 01:40:00,2024-03-18 09:40:00,376.5,,,1,unscheduled airframe repair
359,15,5,unscheduled,hydraulic,2024-04-18 04:35:00,2024-04-19 23:35:00,517.0,,,0,unscheduled hydraulic repair
360,15,5,unscheduled,hydraulic,2024-04-18 10:29:00,2024-04-20 00:29:00,524.3,,,5,unscheduled hydraulic repair
361,15,5,inspection,avionics,2024-06-29 18:36:00,2024-06-30 01:36:00,723.6,,2024-12-26,0,scheduled avionics check
362,15,5,unscheduled,airframe,2024-08-07 05:04:00,2024-08-07 21:04:00,838.5,,,1,unscheduled airframe repair
363,15,5,unscheduled,avionics,2024-08-11 10:12:00,2024-08-12 08:12:00,844.3,,,10,unscheduled avionics repair
364,15,5,unscheduled,hydraulic,2024-08-22 21:39:00,2024-08-25 05:39:00,917.8,,,2,unscheduled hydraulic repair
365,15,5,unscheduled,airframe,2024-09-12 09:51:00,2024-09-13 10:51:00,1003.1,,,0,unscheduled airframe repair
366,15,5,scheduled,engine,2024-11-01 00:34:00,2024-11-01 18:34:00,1202.1,2402.1,2025-04-30,2,scheduled engine service
367,15,5,unscheduled,airframe,2024-11-22 17:25:00,2024-11-25 05:25:00,1319.2,,,10,unscheduled airframe repair
368,15,5,unscheduled,hydraulic,2024-12-17 10:46:00,2024-12-19 10:46:00,1511.7,,,0,unscheduled hydraulic repair
369,15,5,inspection,avionics,2024-12-28 21:17:00,2024-12-29 00:17:00,1589.6,,2025-06-26,0,scheduled avionics check
370,15,5,unscheduled,hydraulic,2025-02-17 05:34:00,2025-02-17 21:34:00,1865.3,,,10,unscheduled hydraulic repair
371,15,5,unscheduled,engine,2025-03-15 00:21:00,2025-03-17 05:21:00,1954.7,,,1,unscheduled engine repair
372,15,5,unscheduled,airframe,2025-05-23 14:16:30,2025-05-26 12:16:30,2201.3,,,1,unscheduled airframe repair
373,15,5,inspection,avionics,2025-06-26 22:47:46,2025-06-27 07:47:46,2298.2,,2025-12-23,0,scheduled avionics check
374,15,5,unscheduled,airframe,2025-06-26 20:47:46,2025-06-28 12:47:46,2298.2,,,2,unscheduled airframe repair
375,15,5,inspection,airframe,2025-07-20 12:14:00,2025-07-20 17:14:00,2400.2,4800.2,,0,scheduled airframe inspection
376,15,5,scheduled,engine,2025-07-20 08:10:24,2025-07-21 10:10:24,2405.5,3605.5,2026-01-16,2,scheduled engine service
377,15,5,unscheduled,hydraulic,2025-07-21 18:09:59,2025-07-23 21:09:59,2428.6,,,3,unscheduled hydraulic repair
378,15,5,unscheduled,engine,2025-10-02 22:52:48,2025-10-06 03:52:48,2744.9,,,0,unscheduled engine repair
379,15,5,inspection,avionics,2025-12-27 15:44:00,2025-12-28 02:44:00,3121.5,,2026-06-25,0,scheduled avionics check
380,16,6,unscheduled,landing_gear,2024-01-08 18:35:00,2024-01-10 16:35:00,26.1,,,1,unscheduled landing_gear repair
381,16,6,unscheduled,avionics,2024-02-03 04:27:27,2024-02-06 15:27:27,199.7,,,3,unscheduled avionics repair
382,16,6,unscheduled,hydraulic,2024-02-24 21:45:00,2024-02-27 13:45:00,334.3,,,2,unscheduled hydraulic repair
383,16,6,unscheduled,landing_gear,2024-04-02 15:55:00,2024-04-06 00:55:00,570.5,,,5,unscheduled landing_gear repair
384,16,6,unscheduled,hydraulic,2024-05-01 10:20:00,2024-05-02 20:20:00,689.1,,,0,unscheduled hydraulic repair
385,16,6,unscheduled,landing_gear,2024-05-01 15:34:27,2024-05-04 18:34:27,693.1,,,3,unscheduled landing_gear repair
386,16,6,unscheduled,engine,2024-06-02 12:48:41,2024-06-03 16:48:41,822.7,,,2,unscheduled engine repair
387,16,6,inspection,avionics,2024-06-30 21:38:00,2024-06-30 23:38:00,1143.3,,2024-12-27,0,scheduled avionics check
388,16,6,scheduled,engine,2024-07-08 04:54:00,2024-07-08 13:54:00,1200.8,2400.8,2025-01-04,2,scheduled engine service
389,16,6,unscheduled,engine,2024-09-22 23:44:00,2024-09-25 06:44:00,1810.8,,,0,unscheduled engine repair
390,16,6,unscheduled,landing_gear,2024-12-27 19:00:31,2024-12-28 03:00:31,2222.9,,,10,unscheduled landing_gear repair
391,16,6,inspection,avionics,2024-12-28 14:48:00,2024-12-28 22:48:00,2229.3,,2025-06-26,0,scheduled avionics check
392,16,6,unscheduled,airframe,2024-12-28 09:48:00,2024-12-31 08:48:00,2229.3,,,2,unscheduled airframe repair
393,16,6,unscheduled,avionics,2025-01-11 16:45:00,2025-01-12 05:45:00,2286.3,,,10,unscheduled avionics repair
394,16,6,unscheduled,airframe,2025-01-17 02:07:00,2025-01-19 06:07:00,2354.8,,,2,unscheduled airframe repair
395,16,6,scheduled,engine,2025-02-03 14:02:00,2025-02-05 05:02:00,2400.8,3600.8,2025-08-02,2,scheduled engine service
396,16,6,inspection,airframe,2025-02-04 01:02:00,2025-02-04 13:02:00,2400.8,4800.8,,0,scheduled airframe inspection
397,16,6,unscheduled,airframe,2025-02-03 07:02:00,2025-02-05 14:02:00,2400.8,,,0,unscheduled airframe repair
398,16,6,unscheduled,hydraulic,2025-02-08 01:22:00,2025-02-11 16:22:00,2423.8,,,1,unscheduled hydraulic repair
399,16,6,unscheduled,hydraulic,2025-03-28 03:16:02,2025-03-29 03:16:02,2708.6,,,0,unscheduled hydraulic repair
400,16,6,unscheduled,airframe,2025-04-21 07:08:00,2025-04-21 19:08:00,2886.8,,,1,unscheduled airframe repair
401,16,6,unscheduled,engine,2025-04-21 11:23:15,2025-04-21 17:23:15,2889.1,,,20,unscheduled engine repair
402,16,6,unscheduled,engine,2025-05-25 07:49:28,2025-05-25 13:49:28,3112.2,,,20,unscheduled engine repair
403,16,6,unscheduled,engine,2025-06-02 07:59:00,2025-06-04 19:59:00,3185.5,,,10,unscheduled engine repair
404,16,6,unscheduled,engine,2025-06-09 23:40:00,2025-06-13 19:40:00,3248.0,,,0,unscheduled engine repair
405,16,6,unscheduled,airframe,2025-06-18 03:03:00,2025-06-19 04:03:00,3323.0,,,10,unscheduled airframe repair
406,16,6,inspection,avionics,2025-06-27 00:07:00,2025-06-27 07:07:00,3390.2,,2025-12-24,0,scheduled avionics check
407,16,6,unscheduled,hydraulic,2025-07-03 12:31:02,2025-07-05 22:31:02,3466.2,,,1,unscheduled hydraulic repair
408,16,6,unscheduled,engine,2025-07-06 18:19:51,2025-07-08 12:19:51,3491.0,,,3,unscheduled engine repair
409,16,6,unscheduled,engine,2025-07-10 19:43:00,2025-07-14 09:43:00,3530.1,,,2,unscheduled engine repair
410,16,6,unscheduled,avionics,2025-07-20 06:32:00,2025-07-21 17:32:00,3596.9,,,5,unscheduled avionics repair
411,16,6,scheduled,engine,2025-07-24 19:23:55,2025-07-25 09:23:55,3600.9,4800.9,2026-01-20,2,scheduled engine service
412,16,6,unscheduled,landing_gear,2025-07-24 10:23:55,2025-07-27 09:23:55,3600.9,,,0,unscheduled landing_gear repair
413,16,6,unscheduled,airframe,2025-07-30 23:18:00,2025-08-03 12:18:00,3618.7,,,20,unscheduled airframe repair
414,16,6,unscheduled,avionics,2025-09-11 19:58:47,2025-09-12 12:58:47,3971.4,,,3,unscheduled avionics repair
415,16,6,unscheduled,airframe,2025-11-22 04:11:32,2025-11-25 23:11:32,4220.8,,,3,unscheduled airframe repair
416,17,4,unscheduled,avionics,2024-01-01 12:13:00,2024-01-04 17:13:00,7.6,,,0,unscheduled avionics repair
417,17,4,unscheduled,avionics,2024-01-07 10:14:39,2024-01-10 08:14:39,51.4,,,2,unscheduled avionics repair
418,17,4,unscheduled,engine,2024-01-14 19:29:15,2024-01-17 06:29:15,80.2,,,5,unscheduled engine repair
419,17,4,unscheduled,landing_gear,2024-01-30 06:16:00,2024-01-31 12:16:00,208.6,,,0,unscheduled landing_gear repair
420,17,4,unscheduled,hydraulic,2024-02-02 22:10:34,2024-02-06 20:10:34,248.4,,,1,unscheduled hydraulic repair
421,17,4,unscheduled,landing_gear,2024-02-23 21:46:00,2024-02-25 10:46:00,491.7,,,20,unscheduled landing_gear repair
422,17,4,unscheduled,engine,2024-03-09 07:49:00,2024-03-09 17:49:00,587.4,,,3,unscheduled engine repair
423,17,4,unscheduled,hydraulic,2024-03-14 17:59:00,2024-03-16 12:59:00,634.6,,,1,unscheduled hydraulic repair
424,17,4,unscheduled,hydraulic,2024-03-31 08:12:58,2024-04-02 10:12:58,796.8,,,3,unscheduled hydraulic repair
425,17,4,unscheduled,hydraulic,2024-05-06 08:03:00,2024-05-09 11:03:00,1180.5,,,1,unscheduled hydraulic repair
426,17,4,scheduled,engine,2024-05-09 11:55:00,2024-05-10 20:55:00,1205.7,2405.7,2024-11-05,1,scheduled engine service
427,17,4,unscheduled,avionics,2024-06-03 15:27:00,2024-06-05 05:27:00,1401.6,,,2,unscheduled avionics repair
428,17,4,unscheduled,avionics,2024-06-03 21:04:57,2024-06-06 20:04:57,1402.7,,,5,unscheduled avionics repair
429,17,4,unscheduled,hydraulic,2024-06-04 13:23:00,2024-06-06 14:23:00,1407.1,,,3,unscheduled hydraulic repair
430,17,4,unscheduled,hydraulic,2024-06-07 06:46:00,2024-06-08 11:46:00,1434.8,,,0,unscheduled hydraulic repair
431,17,4,inspection,avionics,2024-06-29 15:30:00,2024-06-30 00:30:00,1727.3,,2024-12-26,0,scheduled avionics check
432,17,4,unscheduled,engine,2024-07-08 07:25:00,2024-07-08 14:25:00,1798.1,,,2,unscheduled engine repair
433,17,4,unscheduled,airframe,2024-08-16 18:16:00,2024-08-17 02:16:00,2234.4,,,20,unscheduled airframe repair
434,17,4,inspection,airframe,2024-08-31 05:15:00,2024-09-01 00:15:00,2402.8,4802.8,,0,scheduled airframe inspection
435,17,4,scheduled,engine,2024-08-31 05:37:35,2024-09-01 01:37:35,2413.3,3613.3,2025-02-27,2,scheduled engine service
436,17,4,unscheduled,airframe,2024-09-05 17:13:00,2024-09-08 21:13:00,2465.2,,,0,unscheduled airframe repair
437,17,4,unscheduled,hydraulic,2024-09-07 02:53:00,2024-09-09 02:53:00,2482.1,,,3,unscheduled hydraulic repair
438,17,4,unscheduled,avionics,2024-09-11 19:13:00,2024-09-13 09:13:00,2509.0,,,3,unscheduled avionics repair
439,17,4,unscheduled,hydraulic,2024-09-26 11:07:00,2024-09-30 10:07:00,2636.3,,,0,unscheduled hydraulic repair
